metric,mean,std,section,station,hour,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,model,r2_mean,r2_std
mae,806.7188890523769,63.7238760663998,overall,,,,,,,,,,,
rmse,1121.1092878734353,82.60914890746623,overall,,,,,,,,,,,
mape,6.4065569868201235,0.5891419509933686,overall,,,,,,,,,,,
r2,0.9960925308871451,0.000565401109030397,overall,,,,,,,,,,,
mae,1027.0598322786323,102.34819588646968,per_station,ikebukuro,,,,,,,,,,
rmse,1346.8991957416047,149.8874204487228,per_station,ikebukuro,,,,,,,,,,
mape,5.303568570540469,0.48679005459204694,per_station,ikebukuro,,,,,,,,,,
r2,0.9911872540163815,0.0019431328299780398,per_station,ikebukuro,,,,,,,,,,
mae,748.685278341711,135.93325584584886,per_station,nihonbashi,,,,,,,,,,
rmse,1084.3188298186838,185.28974027758804,per_station,nihonbashi,,,,,,,,,,
mape,7.912537177001349,1.3651298155935527,per_station,nihonbashi,,,,,,,,,,
r2,0.9972937958958286,0.0009609959723727337,per_station,nihonbashi,,,,,,,,,,
mae,576.7414440400999,68.8291816549657,per_station,shibuya,,,,,,,,,,
rmse,767.2504675126569,90.38094915513508,per_station,shibuya,,,,,,,,,,
mape,5.708317112691008,0.7936292102962981,per_station,shibuya,,,,,,,,,,
r2,0.9964152778724493,0.00078668527656813,per_station,shibuya,,,,,,,,,,
mae,874.3890015490639,86.09876484265887,per_station,shinjuku,,,,,,,,,,
rmse,1185.487953646912,103.82284091900273,per_station,shinjuku,,,,,,,,,,
mape,6.701805087047667,0.9932867601651174,per_station,shinjuku,,,,,,,,,,
r2,0.9964873356027487,0.0006403208794052638,per_station,shinjuku,,,,,,,,,,
,,,global_hourly,,0.0,618.1058292644565,248.7206325223595,726.4609061910454,262.1957277935141,18.54012084102538,7.829656541653469,,,
,,,global_hourly,,1.0,408.8861881615012,152.29302379675028,483.9918406542216,163.4103223733975,19.67615945600329,7.324285114174794,,,
,,,global_hourly,,2.0,348.6586059277528,78.5459170435849,418.32874392711227,79.77012651385947,15.241029970885009,4.4236562398886905,,,
,,,global_hourly,,3.0,348.4403468995006,72.17635200226188,448.6246415030105,71.84123244278196,13.90263599498365,4.081419152165366,,,
,,,global_hourly,,4.0,360.33894651173614,85.40662055267286,441.6463737240777,109.65604279159105,15.602346805874262,4.386807678573033,,,
,,,global_hourly,,5.0,333.30965080119205,105.89734962460254,409.5837889259833,132.99710550867053,11.879464323548877,3.959250104203805,,,
,,,global_hourly,,6.0,455.08807720677004,149.806915418747,576.0093037619582,217.2299001043543,9.481669119521566,2.6602363478025497,,,
,,,global_hourly,,7.0,881.9111677883193,324.7242140550627,1127.4424221554495,389.99940695508775,7.9955400547360185,2.862481717097992,,,
,,,global_hourly,,8.0,1443.1759850111607,357.55506429250005,1983.17533450176,414.55829364930975,6.8209502632320635,1.7170613402547672,,,
,,,global_hourly,,9.0,1407.4389325439931,299.4111050031004,1855.0904082969246,351.84343923829044,4.939690478091791,0.9941959067911725,,,
,,,global_hourly,,10.0,947.2966541248563,292.1828014322035,1161.8397928460502,337.70750917732715,2.8342184721448875,0.7732125406625122,,,
,,,global_hourly,,11.0,704.6225380712748,193.0098747392336,861.3366115879747,249.06027436140047,1.9054093794263902,0.45118809726105086,,,
,,,global_hourly,,12.0,1133.8084576559065,246.3918841579036,1347.1147079546322,304.344323445331,2.7992436218269052,0.5947327014226588,,,
,,,global_hourly,,13.0,837.9809026682373,264.72439607179126,1056.6336182464613,300.82827519556963,2.035270289560005,0.6483066358930697,,,
,,,global_hourly,,14.0,593.2840258157254,152.42446384883206,717.9321252695961,158.76405248642595,1.4131199424731549,0.3818184217973517,,,
,,,global_hourly,,15.0,649.0792943584918,170.07563090881501,790.1608823895003,189.96654282121108,1.524798814008685,0.4001004640323984,,,
,,,global_hourly,,16.0,675.6159236502647,116.18261622650566,812.7788653799654,152.5638791166476,1.5373384621639423,0.2566690792806081,,,
,,,global_hourly,,17.0,674.7550277376174,172.25857185351393,847.2747164107047,208.91807080349324,1.5206304025413038,0.3263676282332853,,,
,,,global_hourly,,18.0,1230.816541792154,300.5946954704124,1508.353581537414,286.6531697363157,2.7607046095238923,0.6399221196440812,,,
,,,global_hourly,,19.0,1245.6941929721834,414.7295569657644,1538.8892099528025,412.0428992003729,3.1449858985259675,1.0521712283581006,,,
,,,global_hourly,,20.0,987.652629813552,248.97498064064968,1190.6129273053373,306.49996606657237,3.223716951776768,0.765795039498866,,,
,,,global_hourly,,21.0,1153.0149038365485,314.4412657350939,1391.0305195223889,350.5425343766663,4.6715128023700005,1.2436624428031853,,,
,,,global_hourly,,22.0,800.194004008174,205.91070891922564,941.1002397659446,228.03432301987598,5.662121951765942,1.435809290515196,,,
,,,global_hourly,,23.0,526.1728410670536,120.30436535478094,640.6063078363395,145.75382066643834,6.970849393390762,1.7995476422451302,,,
,,,model_comparison,,,806.7188890523769,63.7238760663998,1121.1092878734353,82.60914890746623,6.4065569868201235,0.5891419509933686,CrowdLSTM,0.9960925308871451,0.000565401109030397
,,,model_comparison,,,3808.671171171171,0.0,5274.283085542664,0.0,25.093508931628048,3.744889033148481e-15,Persistence (t-1),0.9139383866966121,1.1702778228589004e-16
,,,model_comparison,,,2604.6418918918926,4.793457962430056e-13,6242.806861691893,9.586915924860112e-13,11.75842925887021,0.0,Seasonal Naive (t-24),0.879429125904123,1.1702778228589004e-16
,,,baseline_by_station,ikebukuro,,1027.0598322786323,102.34819588646968,1346.8991957416047,149.8874204487228,5.303568570540469,0.48679005459204694,CrowdLSTM,0.9911872540163815,0.0019431328299780398
,,,baseline_by_station,ikebukuro,,3623.396396396397,0.0,4603.133242547803,0.0,18.44268112377472,0.0,Persistence (t-1),0.8982031189180594,0.0
,,,baseline_by_station,ikebukuro,,2174.936936936937,0.0,3701.016629264194,4.793457962430056e-13,10.527810868276692,0.0,Seasonal Naive (t-24),0.9341934000509913,1.1702778228589004e-16
,,,baseline_by_station,nihonbashi,,748.685278341711,135.93325584584886,1084.3188298186838,185.28974027758804,7.912537177001349,1.3651298155935527,CrowdLSTM,0.9972937958958286,0.0009609959723727337
