station_name,date,hour,population
ikebukuro,2024/12/14,18,43714
ikebukuro,2024/12/14,19,38571
ikebukuro,2024/12/14,20,32057
ikebukuro,2024/12/14,21,25543
ikebukuro,2024/12/14,22,19029
ikebukuro,2024/12/14,23,12857
ikebukuro,2024/12/14,24,7371
ikebukuro,2024/12/15,1,5314
ikebukuro,2024/12/15,2,4971
ikebukuro,2024/12/15,3,4629
ikebukuro,2024/12/15,4,4971
ikebukuro,2024/12/15,5,5314
ikebukuro,2024/12/15,6,7029
ikebukuro,2024/12/15,7,13886
ikebukuro,2024/12/15,8,23143
ikebukuro,2024/12/15,9,23143
ikebukuro,2024/12/15,10,25543
ikebukuro,2024/12/15,11,28971
ikebukuro,2024/12/15,12,34114
ikebukuro,2024/12/15,13,36857
ikebukuro,2024/12/15,14,36514
ikebukuro,2024/12/15,15,37543
ikebukuro,2024/12/15,16,38571
ikebukuro,2024/12/15,17,42686
ikebukuro,2024/12/15,18,47143
ikebukuro,2024/12/15,19,44743
ikebukuro,2024/12/15,20,36305
ikebukuro,2024/12/15,21,29303
ikebukuro,2024/12/15,22,NA
ikebukuro,2024/12/15,23,14571
ikebukuro,2024/12/15,24,8057
ikebukuro,2024/12/16,1,5314
ikebukuro,2024/12/16,2,5314
ikebukuro,2024/12/16,3,4971
ikebukuro,2024/12/16,4,4971
ikebukuro,2024/12/16,5,5657
ikebukuro,2024/12/16,6,7371
ikebukuro,2024/12/16,7,14229
ikebukuro,2024/12/16,8,23143
ikebukuro,2024/12/16,9,22800
ikebukuro,2024/12/16,10,25200
ikebukuro,2024/12/16,11,29314
ikebukuro,2024/12/16,12,34800
ikebukuro,2024/12/16,13,37543
ikebukuro,2024/12/16,14,36171
ikebukuro,2024/12/16,15,36857
ikebukuro,2024/12/16,16,38229
ikebukuro,2024/12/16,17,43029
ikebukuro,2024/12/16,18,47486
ikebukuro,2024/12/16,19,45086
ikebukuro,2024/12/16,20,37543
ikebukuro,2024/12/16,21,31371
ikebukuro,2024/12/16,22,23143
shinjuku,2024/11/14,4,1929
shinjuku,2024/11/14,5,2786
shinjuku,2024/11/14,6,5786
shinjuku,2024/11/14,7,13071
shinjuku,2024/11/14,8,27214
shinjuku,2024/11/14,9,37071
shinjuku,2024/11/14,10,40929
shinjuku,2024/11/14,11,44786
shinjuku,2024/11/14,12,49500
shinjuku,2024/11/14,13,51214
shinjuku,2024/11/14,14,50786
shinjuku,2024/11/14,15,51214
shinjuku,2024/11/14,16,52500
shinjuku,2024/11/14,17,54643
shinjuku,2024/11/14,18,56357
shinjuku,2024/11/14,19,51643
shinjuku,2024/11/14,20,41786
shinjuku,2024/11/14,21,32357
shinjuku,2024/11/14,22,22838
shinjuku,2024/11/14,23,14859
shinjuku,2024/11/14,24,5786
shinjuku,2024/11/15,1,2024
shinjuku,2024/11/15,2,2156
shinjuku,2024/11/15,3,2341
shinjuku,2024/11/15,4,2396
shinjuku,2024/11/15,5,3320
shinjuku,2024/11/15,6,4487
shinjuku,2024/11/15,7,7636
shinjuku,2024/11/15,8,11660
shinjuku,2024/11/15,9,16963
shinjuku,2024/11/15,10,23738
shinjuku,2024/11/15,11,31132
shinjuku,2024/11/15,12,37340
shinjuku,2024/11/15,13,41576
shinjuku,2024/11/15,14,42898
shinjuku,2024/11/15,15,44618
shinjuku,2024/11/15,16,45857
shinjuku,2024/11/15,17,46099
shinjuku,2024/11/15,18,41783
shinjuku,2024/11/15,19,36074
shinjuku,2024/11/15,20,29731
shinjuku,2024/11/15,21,23158
shinjuku,2024/11/15,22,NA
shinjuku,2024/11/15,23,10857
shinjuku,2024/11/15,24,4722
shinjuku,2024/11/16,1,1800
shinjuku,2024/11/16,2,1998
shinjuku,2024/11/16,3,2105
shinjuku,2024/11/16,4,2266
shinjuku,2024/11/16,5,3261
shinjuku,2024/11/16,6,3984
shinjuku,2024/11/16,7,5941
shinjuku,2024/11/16,8,9250
shinjuku,2024/11/16,9,14410
shinjuku,2024/11/16,10,20888
shinjuku,2024/11/16,11,28322
shinjuku,2024/11/16,12,32831
shinjuku,2024/11/16,13,36017
shinjuku,2024/11/16,14,37626
shinjuku,2024/11/16,15,38510
shinjuku,2024/11/16,16,39402
shinjuku,2024/11/16,17,38497
shinjuku,2024/11/16,18,33817
shinjuku,2024/11/16,19,27642
shinjuku,2024/11/16,20,21784
shinjuku,2024/11/16,21,15714
shinjuku,2024/11/16,22,11388
shinjuku,2024/11/16,23,NA
shinjuku,2024/11/17,0,NA
shinjuku,2024/11/17,1,1071
shinjuku,2024/11/17,2,1071
shinjuku,2024/11/17,3,1500
shinjuku,2024/11/17,4,1500
shinjuku,2024/11/17,5,2357
shinjuku,2024/11/17,6,5208
shinjuku,2024/11/17,7,13380
shinjuku,2024/11/17,8,27218
shinjuku,2024/11/17,9,36590
shinjuku,2024/11/17,10,40876
shinjuku,2024/11/17,11,43929
shinjuku,2024/11/17,12,48214
shinjuku,2024/11/17,13,48643
shinjuku,2024/11/17,14,47786
shinjuku,2024/11/17,15,48643
shinjuku,2024/11/17,16,49929
shinjuku,2024/11/17,17,51643
shinjuku,2024/11/17,18,52500
shinjuku,2024/11/17,19,43677
shinjuku,2024/11/17,20,31828
shinjuku,2024/11/17,21,21643
shinjuku,2024/11/17,22,13071
shinjuku,2024/11/17,23,7500
shinjuku,2024/11/17,24,3196
shinjuku,2024/11/18,1,1404
shinjuku,2024/11/18,2,1499
shinjuku,2024/11/18,3,1766
shinjuku,2024/11/18,4,1837
shinjuku,2024/11/18,5,2656
shinjuku,2024/11/18,6,5485
shinjuku,2024/11/18,7,13907
shinjuku,2024/11/18,8,28084
shinjuku,2024/11/18,9,37426
shinjuku,2024/11/18,10,41396
shinjuku,2024/11/18,11,44405
shinjuku,2024/11/18,12,48684
shinjuku,2024/11/18,13,50163
shinjuku,2024/11/18,14,49279
shinjuku,2024/11/18,15,49545
shinjuku,2024/11/18,16,51085
shinjuku,2024/11/18,17,52856
shinjuku,2024/11/18,18,52293
shinjuku,2024/11/18,19,44843
shinjuku,2024/11/18,20,33464
shinjuku,2024/11/18,21,23679
shinjuku,2024/11/18,22,15904
shinjuku,2024/11/18,23,8286
shinjuku,2024/11/18,24,3259
shinjuku,2024/11/19,1,1503
shinjuku,2024/11/19,2,1633
shinjuku,2024/11/19,3,1742
shinjuku,2024/11/19,4,1841
shinjuku,2024/11/19,5,2702
shinjuku,2024/11/19,6,5239
shinjuku,2024/11/19,7,13141
shinjuku,2024/11/19,8,27352
shinjuku,2024/11/19,9,36238
shinjuku,2024/11/19,10,40157
shinjuku,2024/11/19,11,43275
shinjuku,2024/11/19,12,48153
shinjuku,2024/11/19,13,49793
shinjuku,2024/11/19,14,49030
shinjuku,2024/11/19,15,49339
shinjuku,2024/11/19,16,50476
shinjuku,2024/11/19,17,52221
shinjuku,2024/11/19,18,51721
shinjuku,2024/11/19,19,44418
shinjuku,2024/11/19,20,33974
shinjuku,2024/11/19,21,24457
shinjuku,2024/11/19,22,15777
shinjuku,2024/11/19,23,8786
shinjuku,2024/11/19,24,3489
shinjuku,2024/11/20,1,1500
shinjuku,2024/11/20,2,1738
shinjuku,2024/11/20,3,1783
shinjuku,2024/11/20,4,1929
shinjuku,2024/11/20,5,2786
shinjuku,2024/11/20,6,5419
shinjuku,2024/11/20,7,13653
shinjuku,2024/11/20,8,28071
shinjuku,2024/11/20,9,37929
shinjuku,2024/11/20,10,42214
shinjuku,2024/11/20,11,44786
shinjuku,2024/11/20,12,48643
shinjuku,2024/11/20,13,50357
shinjuku,2024/11/20,14,49500
shinjuku,2024/11/20,15,49500
shinjuku,2024/11/20,16,50786
shinjuku,2024/11/20,17,52929
shinjuku,2024/11/20,18,52500
shinjuku,2024/11/20,19,44862
shinjuku,2024/11/20,20,34297
shinjuku,2024/11/20,21,25008
shinjuku,2024/11/20,22,NA
shinjuku,2024/11/20,23,8357
shinjuku,2024/11/20,24,3643
shinjuku,2024/11/21,1,1547
shinjuku,2024/11/21,2,1785
shinjuku,2024/11/21,3,1841
shinjuku,2024/11/21,4,1934
shinjuku,2024/11/21,5,2742
shinjuku,2024/11/21,6,5188
shinjuku,2024/11/21,7,13408
shinjuku,2024/11/21,8,26786
shinjuku,2024/11/21,9,37071
shinjuku,2024/11/21,10,42214
shinjuku,2024/11/21,11,44786
shinjuku,2024/11/21,12,49500
shinjuku,2024/11/21,13,50786
shinjuku,2024/11/21,14,50357
shinjuku,2024/11/21,15,51214
shinjuku,2024/11/21,16,52071
shinjuku,2024/11/21,17,53786
shinjuku,2024/11/21,18,55071
shinjuku,2024/11/21,19,49500
shinjuku,2024/11/21,20,40929
shinjuku,2024/11/21,21,31500
shinjuku,2024/11/21,22,22285
shinjuku,2024/11/21,23,14829
shinjuku,2024/11/21,24,5988
shinjuku,2024/11/22,1,2159
shinjuku,2024/11/22,2,2207
shinjuku,2024/11/22,3,2366
shinjuku,2024/11/22,4,2466
shinjuku,2024/11/22,5,3485
shinjuku,2024/11/22,6,4646
shinjuku,2024/11/22,7,7658
shinjuku,2024/11/22,8,11815
shinjuku,2024/11/22,9,17075
shinjuku,2024/11/22,10,24136
shinjuku,2024/11/22,11,30990
shinjuku,2024/11/22,12,36229
shinjuku,2024/11/22,13,39911
shinjuku,2024/11/22,14,41273
shinjuku,2024/11/22,15,42153
shinjuku,2024/11/22,16,42892
shinjuku,2024/11/22,17,43719
shinjuku,2024/11/22,18,39897
shinjuku,2024/11/22,19,34172
shinjuku,2024/11/22,20,28607
shinjuku,2024/11/22,21,22533
shinjuku,2024/11/22,22,15864
shinjuku,2024/11/22,23,10332
shinjuku,2024/11/22,24,4442
shinjuku,2024/11/23,1,1778
shinjuku,2024/11/23,2,2028
shinjuku,2024/11/23,3,2109
shinjuku,2024/11/23,4,2373
shinjuku,2024/11/23,5,3477
shinjuku,2024/11/23,6,4092
shinjuku,2024/11/23,7,6191
shinjuku,2024/11/23,8,8762
shinjuku,2024/11/23,9,13730
shinjuku,2024/11/23,10,20047
shinjuku,2024/11/23,11,26404
shinjuku,2024/11/23,12,31243
shinjuku,2024/11/23,13,33508
shinjuku,2024/11/23,14,34792
shinjuku,2024/11/23,15,36352
shinjuku,2024/11/23,16,37653
shinjuku,2024/11/23,17,38109
shinjuku,2024/11/23,18,35363
shinjuku,2024/11/23,19,30742
shinjuku,2024/11/23,20,25123
shinjuku,2024/11/23,21,19813
shinjuku,2024/11/23,22,NA
shinjuku,2024/11/23,23,9086
shinjuku,2024/11/23,24,3943
shinjuku,2024/11/24,1,1543
shinjuku,2024/11/24,2,1543
shinjuku,2024/11/24,3,1886
shinjuku,2024/11/24,4,1886
shinjuku,2024/11/24,5,2914
shinjuku,2024/11/24,6,3943
shinjuku,2024/11/24,7,5657
shinjuku,2024/11/24,8,9086
shinjuku,2024/11/24,9,13886
shinjuku,2024/11/24,10,19373
shinjuku,2024/11/24,11,24513
shinjuku,2024/11/24,12,29345
shinjuku,2024/11/24,13,31562
shinjuku,2024/11/24,14,32300
shinjuku,2024/11/24,15,33862
shinjuku,2024/11/24,16,34135
shinjuku,2024/11/24,17,35020
shinjuku,2024/11/24,18,30862
shinjuku,2024/11/24,19,26201
shinjuku,2024/11/24,20,21242
shinjuku,2024/11/24,21,16441
shinjuku,2024/11/24,22,10929
shinjuku,2024/11/24,23,6643
shinjuku,2024/11/24,24,2786
shinjuku,2024/11/25,1,1071
shinjuku,2024/11/25,2,1500
shinjuku,2024/11/25,3,1500
shinjuku,2024/11/25,4,1500
shinjuku,2024/11/25,5,2357
shinjuku,2024/11/25,6,5229
shinjuku,2024/11/25,7,13905
shinjuku,2024/11/25,8,27736
shinjuku,2024/11/25,9,36760
shinjuku,2024/11/25,10,40929
shinjuku,2024/11/25,11,43071
shinjuku,2024/11/25,12,46929
shinjuku,2024/11/25,13,48214
shinjuku,2024/11/25,14,47357
shinjuku,2024/11/25,15,47786
shinjuku,2024/11/25,16,49071
shinjuku,2024/11/25,17,50786
shinjuku,2024/11/25,18,52500
shinjuku,2024/11/25,19,44515
shinjuku,2024/11/25,20,33319
shinjuku,2024/11/25,21,22982
shinjuku,2024/11/25,22,13929
shinjuku,2024/11/25,23,7929
shinjuku,2024/11/25,24,3214
shinjuku,2024/11/26,1,1500
shinjuku,2024/11/26,2,1929
shinjuku,2024/11/26,3,1500
shinjuku,2024/11/26,4,1500
shinjuku,2024/11/26,5,2786
shinjuku,2024/11/26,6,5354
shinjuku,2024/11/26,7,13541
shinjuku,2024/11/26,8,27287
shinjuku,2024/11/26,9,36526
shinjuku,2024/11/26,10,39936
shinjuku,2024/11/26,11,42888
shinjuku,2024/11/26,12,47316
shinjuku,2024/11/26,13,48643
shinjuku,2024/11/26,14,47357
shinjuku,2024/11/26,15,48214
shinjuku,2024/11/26,16,49500
shinjuku,2024/11/26,17,51643
shinjuku,2024/11/26,18,51643
shinjuku,2024/11/26,19,44511
shinjuku,2024/11/26,20,33561
shinjuku,2024/11/26,21,24643
shinjuku,2024/11/26,22,16071
shinjuku,2024/11/26,23,8786
shinjuku,2024/11/26,24,3637
shinjuku,2024/11/27,1,1559
shinjuku,2024/11/27,2,1724
shinjuku,2024/11/27,3,1827
shinjuku,2024/11/27,4,1908
shinjuku,2024/11/27,5,2857
shinjuku,2024/11/27,6,5267
shinjuku,2024/11/27,7,12922
shinjuku,2024/11/27,8,27214
shinjuku,2024/11/27,9,36643
shinjuku,2024/11/27,10,41357
shinjuku,2024/11/27,11,43929
shinjuku,2024/11/27,12,48214
shinjuku,2024/11/27,13,49500
shinjuku,2024/11/27,14,48643
shinjuku,2024/11/27,15,48643
shinjuku,2024/11/27,16,49500
shinjuku,2024/11/27,17,51643
shinjuku,2024/11/27,18,52071
shinjuku,2024/11/27,19,45214
shinjuku,2024/11/27,20,34500
shinjuku,2024/11/27,21,25500
shinjuku,2024/11/27,22,NA
shinjuku,2024/11/27,23,10071
shinjuku,2024/11/27,24,4500
shinjuku,2024/11/28,1,1500
shinjuku,2024/11/28,2,1500
shinjuku,2024/11/28,3,1929
shinjuku,2024/11/28,4,1929
shinjuku,2024/11/28,5,2915
shinjuku,2024/11/28,6,5149
shinjuku,2024/11/28,7,13145
shinjuku,2024/11/28,8,27020
shinjuku,2024/11/28,9,37096
shinjuku,2024/11/28,10,41357
shinjuku,2024/11/28,11,44357
shinjuku,2024/11/28,12,49071
shinjuku,2024/11/28,13,49929
shinjuku,2024/11/28,14,49500
shinjuku,2024/11/28,15,49929
shinjuku,2024/11/28,16,50786
shinjuku,2024/11/28,17,52929
shinjuku,2024/11/28,18,54643
shinjuku,2024/11/28,19,50357
shinjuku,2024/11/28,20,41786
shinjuku,2024/11/28,21,32786
shinjuku,2024/11/28,22,23357
shinjuku,2024/11/28,23,15600
shinjuku,2024/11/28,24,6343
shinjuku,2024/11/29,1,2229
shinjuku,2024/11/29,2,2229
shinjuku,2024/11/29,3,2571
shinjuku,2024/11/29,4,2571
shinjuku,2024/11/29,5,3600
shinjuku,2024/11/29,6,4286
shinjuku,2024/11/29,7,7452
shinjuku,2024/11/29,8,11028
shinjuku,2024/11/29,9,16113
shinjuku,2024/11/29,10,22885
shinjuku,2024/11/29,11,29722
shinjuku,2024/11/29,12,34445
shinjuku,2024/11/29,13,38553
shinjuku,2024/11/29,14,40796
shinjuku,2024/11/29,15,42312
shinjuku,2024/11/29,16,43245
shinjuku,2024/11/29,17,44189
shinjuku,2024/11/29,18,40635
shinjuku,2024/11/29,19,35686
shinjuku,2024/11/29,20,30027
shinjuku,2024/11/29,21,24059
shinjuku,2024/11/29,22,17482
shinjuku,2024/11/29,23,11266
shinjuku,2024/11/29,24,4546
shinjuku,2024/11/30,1,1757
shinjuku,2024/11/30,2,1920
shinjuku,2024/11/30,3,2129
shinjuku,2024/11/30,4,2363
shinjuku,2024/11/30,5,3126
shinjuku,2024/11/30,6,3758
shinjuku,2024/11/30,7,5221
shinjuku,2024/11/30,8,8438
shinjuku,2024/11/30,9,13785
shinjuku,2024/11/30,10,20052
shinjuku,2024/11/30,11,26447
shinjuku,2024/11/30,12,31142
shinjuku,2024/11/30,13,33212
shinjuku,2024/11/30,14,34727
shinjuku,2024/11/30,15,35506
shinjuku,2024/11/30,16,35801
shinjuku,2024/11/30,17,36656
shinjuku,2024/11/30,18,33561
shinjuku,2024/11/30,19,26719
shinjuku,2024/11/30,20,21362
shinjuku,2024/11/30,21,NA
shinjuku,2024/11/30,22,11425
shinjuku,2024/11/30,23,6875
shinjuku,2024/11/30,24,2772
shinjuku,2024/12/1,1,1275
shinjuku,2024/12/1,2,1033
shinjuku,2024/12/1,3,1152
shinjuku,2024/12/1,4,1352
shinjuku,2024/12/1,5,2774
shinjuku,2024/12/1,6,5525
shinjuku,2024/12/1,7,14206
shinjuku,2024/12/1,8,29304
shinjuku,2024/12/1,9,38002
shinjuku,2024/12/1,10,41004
shinjuku,2024/12/1,11,42916
shinjuku,2024/12/1,12,47344
shinjuku,2024/12/1,13,48221
shinjuku,2024/12/1,14,47324
shinjuku,2024/12/1,15,48291
shinjuku,2024/12/1,16,48840
shinjuku,2024/12/1,17,50832
shinjuku,2024/12/1,18,50612
shinjuku,2024/12/1,19,43118
shinjuku,2024/12/1,20,31227
shinjuku,2024/12/1,21,21155
shinjuku,2024/12/1,22,NA
shinjuku,2024/12/1,23,NA
shinjuku,2024/12/2,0,NA
shinjuku,2024/12/2,1,NA
shinjuku,2024/12/2,2,NA
shinjuku,2024/12/2,3,NA
shinjuku,2024/12/2,4,NA
shinjuku,2024/12/2,5,NA
shinjuku,2024/12/2,6,NA
shinjuku,2024/12/2,7,NA
shinjuku,2024/12/2,8,NA
shinjuku,2024/12/2,9,NA
shinjuku,2024/12/2,10,NA
shinjuku,2024/12/2,11,NA
shinjuku,2024/12/2,12,NA
shinjuku,2024/12/2,13,NA
shinjuku,2024/12/2,14,NA
shinjuku,2024/12/2,15,NA
shinjuku,2024/12/2,16,NA
shinjuku,2024/12/2,17,NA
shinjuku,2024/12/2,18,NA
shinjuku,2024/12/2,19,NA
shinjuku,2024/12/2,20,NA
shinjuku,2024/12/2,21,NA
shinjuku,2024/12/2,22,14679
shinjuku,2024/12/2,23,8263
shinjuku,2024/12/2,24,3315
shinjuku,2024/12/3,1,1511
shinjuku,2024/12/3,2,1782
shinjuku,2024/12/3,3,1715
shinjuku,2024/12/3,4,1912
shinjuku,2024/12/3,5,2571
shinjuku,2024/12/3,6,4971
shinjuku,2024/12/3,7,13200
shinjuku,2024/12/3,8,27943
shinjuku,2024/12/3,9,36872
shinjuku,2024/12/3,10,40629
shinjuku,2024/12/3,11,43029
shinjuku,2024/12/3,12,47486
shinjuku,2024/12/3,13,48401
shinjuku,2024/12/3,14,47727
shinjuku,2024/12/3,15,48076
shinjuku,2024/12/3,16,49449
shinjuku,2024/12/3,17,51128
shinjuku,2024/12/3,18,51257
shinjuku,2024/12/3,19,43023
shinjuku,2024/12/3,20,32318
shinjuku,2024/12/3,21,23538
shinjuku,2024/12/3,22,15257
shinjuku,2024/12/3,23,8400
shinjuku,2024/12/3,24,3257
shinjuku,2024/12/4,1,1543
shinjuku,2024/12/4,2,NA
shinjuku,2024/12/4,3,NA
shinjuku,2024/12/4,4,NA
shinjuku,2024/12/4,5,NA
shinjuku,2024/12/4,6,NA
shinjuku,2024/12/4,7,NA
shinjuku,2024/12/4,8,NA
shinjuku,2024/12/4,9,NA
shinjuku,2024/12/4,10,NA
shinjuku,2024/12/4,11,NA
shinjuku,2024/12/4,12,NA
shinjuku,2024/12/4,13,NA
shinjuku,2024/12/4,14,NA
shinjuku,2024/12/4,15,NA
shinjuku,2024/12/4,16,NA
shinjuku,2024/12/4,17,NA
shinjuku,2024/12/4,18,NA
shinjuku,2024/12/4,19,NA
shinjuku,2024/12/4,20,NA
shinjuku,2024/12/4,21,NA
shinjuku,2024/12/4,22,NA
shinjuku,2024/12/4,23,NA
shinjuku,2024/12/5,0,NA
shinjuku,2024/12/5,1,NA
shinjuku,2024/12/5,2,NA
shinjuku,2024/12/5,3,NA
shinjuku,2024/12/5,4,NA
shinjuku,2024/12/5,5,NA
shinjuku,2024/12/5,6,NA
shinjuku,2024/12/5,7,NA
shinjuku,2024/12/5,8,NA
shinjuku,2024/12/5,9,NA
shinjuku,2024/12/5,10,NA
shinjuku,2024/12/5,11,NA
shinjuku,2024/12/5,12,NA
shinjuku,2024/12/5,13,NA
shinjuku,2024/12/5,14,NA
shinjuku,2024/12/5,15,NA
shinjuku,2024/12/5,16,NA
shinjuku,2024/12/5,17,NA
shinjuku,2024/12/5,18,NA
shinjuku,2024/12/5,19,NA
shinjuku,2024/12/5,20,NA
shinjuku,2024/12/5,21,NA
shinjuku,2024/12/5,22,NA
shinjuku,2024/12/5,23,NA
shinjuku,2024/12/6,0,NA
shinjuku,2024/12/6,1,NA
shinjuku,2024/12/6,2,NA
shinjuku,2024/12/6,3,NA
shinjuku,2024/12/6,4,NA
shinjuku,2024/12/6,5,NA
shinjuku,2024/12/6,6,NA
shinjuku,2024/12/6,7,NA
shinjuku,2024/12/6,8,NA
shinjuku,2024/12/6,9,NA
shinjuku,2024/12/6,10,NA
shinjuku,2024/12/6,11,NA
shinjuku,2024/12/6,12,NA
shinjuku,2024/12/6,13,NA
shinjuku,2024/12/6,14,NA
shinjuku,2024/12/6,15,NA
shinjuku,2024/12/6,16,NA
shinjuku,2024/12/6,17,NA
shinjuku,2024/12/6,18,NA
shinjuku,2024/12/6,19,NA
shinjuku,2024/12/6,20,NA
shinjuku,2024/12/6,21,NA
shinjuku,2024/12/6,22,NA
shinjuku,2024/12/6,23,NA
shinjuku,2024/12/7,0,NA
shinjuku,2024/12/7,1,NA
shinjuku,2024/12/7,2,NA
shinjuku,2024/12/7,3,NA
shinjuku,2024/12/7,4,NA
shinjuku,2024/12/7,5,NA
shinjuku,2024/12/7,6,NA
shinjuku,2024/12/7,7,NA
shinjuku,2024/12/7,8,NA
shinjuku,2024/12/7,9,NA
shinjuku,2024/12/7,10,NA
shinjuku,2024/12/7,11,NA
shinjuku,2024/12/7,12,NA
shinjuku,2024/12/7,13,NA
shinjuku,2024/12/7,14,NA
shinjuku,2024/12/7,15,NA
shinjuku,2024/12/7,16,NA
shinjuku,2024/12/7,17,NA
shinjuku,2024/12/7,18,NA
shinjuku,2024/12/7,19,NA
shinjuku,2024/12/7,20,NA
shinjuku,2024/12/7,21,NA
shinjuku,2024/12/7,22,12171
shinjuku,2024/12/7,23,7029
shinjuku,2024/12/7,24,2571
shinjuku,2024/12/8,1,1200
shinjuku,2024/12/8,2,1200
shinjuku,2024/12/8,3,1200
shinjuku,2024/12/8,4,1543
shinjuku,2024/12/8,5,2571
shinjuku,2024/12/8,6,4971
shinjuku,2024/12/8,7,13543
shinjuku,2024/12/8,8,27943
shinjuku,2024/12/8,9,37200
shinjuku,2024/12/8,10,40629
shinjuku,2024/12/8,11,43371
shinjuku,2024/12/8,12,48514
shinjuku,2024/12/8,13,49543
shinjuku,2024/12/8,14,47829
shinjuku,2024/12/8,15,48514
shinjuku,2024/12/8,16,48857
shinjuku,2024/12/8,17,50914
shinjuku,2024/12/8,18,50914
shinjuku,2024/12/8,19,43234
shinjuku,2024/12/8,20,32160
shinjuku,2024/12/8,21,22435
shinjuku,2024/12/8,22,NA
shinjuku,2024/12/8,23,7929
shinjuku,2024/12/8,24,3214
shinjuku,2024/12/9,1,1500
shinjuku,2024/12/9,2,1929
shinjuku,2024/12/9,3,1929
shinjuku,2024/12/9,4,1929
shinjuku,2024/12/9,5,2786
shinjuku,2024/12/9,6,5363
shinjuku,2024/12/9,7,13518
shinjuku,2024/12/9,8,28850
shinjuku,2024/12/9,9,37929
shinjuku,2024/12/9,10,41437
shinjuku,2024/12/9,11,44357
shinjuku,2024/12/9,12,49500
shinjuku,2024/12/9,13,50786
shinjuku,2024/12/9,14,49929
shinjuku,2024/12/9,15,49929
shinjuku,2024/12/9,16,49929
shinjuku,2024/12/9,17,52500
shinjuku,2024/12/9,18,52929
shinjuku,2024/12/9,19,45643
shinjuku,2024/12/9,20,34929
shinjuku,2024/12/9,21,25164
shinjuku,2024/12/9,22,16500
shinjuku,2024/12/9,23,9214
shinjuku,2024/12/9,24,3214
shinjuku,2024/12/10,1,1500
shinjuku,2024/12/10,2,1779
shinjuku,2024/12/10,3,1500
shinjuku,2024/12/10,4,1929
shinjuku,2024/12/10,5,2786
shinjuku,2024/12/10,6,5228
shinjuku,2024/12/10,7,13516
shinjuku,2024/12/10,8,27643
shinjuku,2024/12/10,9,36643
shinjuku,2024/12/10,10,40929
shinjuku,2024/12/10,11,43929
shinjuku,2024/12/10,12,49071
shinjuku,2024/12/10,13,50357
shinjuku,2024/12/10,14,49500
shinjuku,2024/12/10,15,49929
shinjuku,2024/12/10,16,49929
shinjuku,2024/12/10,17,52500
shinjuku,2024/12/10,18,52929
shinjuku,2024/12/10,19,46071
shinjuku,2024/12/10,20,35357
shinjuku,2024/12/10,21,26352
shinjuku,2024/12/10,22,17786
shinjuku,2024/12/10,23,10500
shinjuku,2024/12/10,24,3643
shinjuku,2024/12/11,1,1929
shinjuku,2024/12/11,2,1789
shinjuku,2024/12/11,3,2040
shinjuku,2024/12/11,4,1968
shinjuku,2024/12/11,5,2864
shinjuku,2024/12/11,6,5532
shinjuku,2024/12/11,7,13400
shinjuku,2024/12/11,8,28071
shinjuku,2024/12/11,9,37929
shinjuku,2024/12/11,10,42643
shinjuku,2024/12/11,11,44786
shinjuku,2024/12/11,12,49929
shinjuku,2024/12/11,13,51214
shinjuku,2024/12/11,14,49929
shinjuku,2024/12/11,15,50786
shinjuku,2024/12/11,16,51643
shinjuku,2024/12/11,17,53786
shinjuku,2024/12/11,18,53357
shinjuku,2024/12/11,19,47786
shinjuku,2024/12/11,20,36643
shinjuku,2024/12/11,21,27643
shinjuku,2024/12/11,22,19071
shinjuku,2024/12/11,23,11357
shinjuku,2024/12/11,24,4500
shinjuku,2024/12/12,1,1929
shinjuku,2024/12/12,2,1929
shinjuku,2024/12/12,3,1929
shinjuku,2024/12/12,4,1929
shinjuku,2024/12/12,5,3214
shinjuku,2024/12/12,6,5786
shinjuku,2024/12/12,7,13500
shinjuku,2024/12/12,8,28071
shinjuku,2024/12/12,9,37500
shinjuku,2024/12/12,10,42214
shinjuku,2024/12/12,11,45643
shinjuku,2024/12/12,12,51214
shinjuku,2024/12/12,13,52071
shinjuku,2024/12/12,14,52071
shinjuku,2024/12/12,15,52500
shinjuku,2024/12/12,16,52929
shinjuku,2024/12/12,17,55500
shinjuku,2024/12/12,18,57643
shinjuku,2024/12/12,19,53786
shinjuku,2024/12/12,20,44786
shinjuku,2024/12/12,21,35786
shinjuku,2024/12/12,22,NA
shinjuku,2024/12/12,23,NA
shinjuku,2024/12/13,0,NA
shinjuku,2024/12/13,1,NA
shinjuku,2024/12/13,2,NA
shinjuku,2024/12/13,3,NA
shinjuku,2024/12/13,4,NA
shinjuku,2024/12/13,5,NA
shinjuku,2024/12/13,6,NA
shinjuku,2024/12/13,7,NA
shinjuku,2024/12/13,8,NA
shinjuku,2024/12/13,9,NA
shinjuku,2024/12/13,10,NA
shinjuku,2024/12/13,11,NA
shinjuku,2024/12/13,12,NA
shinjuku,2024/12/13,13,NA
shinjuku,2024/12/13,14,NA
shinjuku,2024/12/13,15,NA
shinjuku,2024/12/13,16,NA
shinjuku,2024/12/13,17,NA
shinjuku,2024/12/13,18,NA
shinjuku,2024/12/13,19,NA
shinjuku,2024/12/13,20,NA
shinjuku,2024/12/13,21,NA
shinjuku,2024/12/13,22,21444
shinjuku,2024/12/13,23,13312
shinjuku,2024/12/13,24,5314
shinjuku,2024/12/14,1,1886
shinjuku,2024/12/14,2,2229
shinjuku,2024/12/14,3,2229
shinjuku,2024/12/14,4,2571
