datetime,station_name,population,hour_of_day,day_of_week,is_fake,was_missing
2024-11-21 17:00:00,0,44400.0,17,3,0,0
2024-11-21 18:00:00,0,49886.0,18,3,0,0
2024-11-21 19:00:00,0,50229.0,19,3,0,0
2024-11-21 20:00:00,0,42929.0,20,3,0,0
2024-11-21 21:00:00,0,36265.0,21,3,0,0
2024-11-21 22:00:00,0,28500.0,22,3,0,0
2024-11-21 23:00:00,0,20786.0,23,3,0,0
2024-11-22 00:00:00,0,11786.0,0,4,0,0
2024-11-22 01:00:00,0,7500.0,1,4,0,0
2024-11-22 02:00:00,0,7071.0,2,4,0,0
2024-11-22 03:00:00,0,7071.0,3,4,0,0
2024-11-22 04:00:00,0,7071.0,4,4,0,0
2024-11-22 05:00:00,0,7071.0,5,4,0,0
2024-11-22 06:00:00,0,7071.0,6,4,0,0
2024-11-22 07:00:00,0,9214.0,7,4,0,0
2024-11-22 08:00:00,0,13071.0,8,4,0,0
2024-11-22 09:00:00,0,17357.0,9,4,0,0
2024-11-22 10:00:00,0,26357.0,10,4,0,0
2024-11-22 11:00:00,0,35357.0,11,4,0,0
2024-11-22 12:00:00,0,42214.0,12,4,0,0
2024-11-22 13:00:00,0,47786.0,13,4,0,0
2024-11-22 14:00:00,0,48643.0,14,4,0,0
2024-11-22 15:00:00,0,49929.0,15,4,0,0
2024-11-22 16:00:00,0,51030.0,16,4,0,0
2024-11-22 17:00:00,0,52156.0,17,4,0,0
2024-11-22 18:00:00,0,50233.0,18,4,0,0
2024-11-22 19:00:00,0,45710.0,19,4,0,0
2024-11-22 20:00:00,0,39074.0,20,4,0,0
2024-11-22 21:00:00,0,31833.0,21,4,0,0
2024-11-22 22:00:00,0,25200.0,22,4,0,0
2024-11-22 23:00:00,0,18000.0,23,4,0,0
2024-11-23 00:00:00,0,10114.0,0,5,0,0
2024-11-23 01:00:00,0,7714.0,1,5,0,0
2024-11-23 02:00:00,0,7029.0,2,5,0,0
2024-11-23 03:00:00,0,7371.0,3,5,0,0
2024-11-23 04:00:00,0,6686.0,4,5,0,0
2024-11-23 05:00:00,0,7029.0,5,5,0,0
2024-11-23 06:00:00,0,7371.0,6,5,0,0
2024-11-23 07:00:00,0,8400.0,7,5,0,0
2024-11-23 08:00:00,0,11143.0,8,5,0,0
2024-11-23 09:00:00,0,16286.0,9,5,0,0
2024-11-23 10:00:00,0,24857.0,10,5,0,0
2024-11-23 11:00:00,0,33794.0,11,5,0,0
2024-11-23 12:00:00,0,39943.0,12,5,0,0
2024-11-23 13:00:00,0,43714.0,13,5,0,0
2024-11-23 14:00:00,0,45771.0,14,5,0,0
2024-11-23 15:00:00,0,46800.0,15,5,0,0
2024-11-23 16:00:00,0,48171.0,16,5,0,0
2024-11-23 17:00:00,0,48514.0,17,5,0,0
2024-11-23 18:00:00,0,46114.0,18,5,0,0
2024-11-23 19:00:00,0,41314.0,19,5,0,0
2024-11-23 20:00:00,0,35486.0,20,5,0,0
2024-11-23 21:00:00,0,29314.0,21,5,0,0
2024-11-23 22:00:00,0,22628.5,22,5,0,1
2024-11-23 23:00:00,0,15943.0,23,5,0,0
2024-11-24 00:00:00,0,8743.0,0,6,0,0
2024-11-24 01:00:00,0,6343.0,1,6,0,0
2024-11-24 02:00:00,0,6000.0,2,6,0,0
2024-11-24 03:00:00,0,5657.0,3,6,0,0
2024-11-24 04:00:00,0,6000.0,4,6,0,0
2024-11-24 05:00:00,0,6000.0,5,6,0,0
2024-11-24 06:00:00,0,6343.0,6,6,0,0
2024-11-24 07:00:00,0,8400.0,7,6,0,0
2024-11-24 08:00:00,0,11486.0,8,6,0,0
2024-11-24 09:00:00,0,15943.0,9,6,0,0
2024-11-24 10:00:00,0,23486.0,10,6,0,0
2024-11-24 11:00:00,0,31029.0,11,6,0,0
2024-11-24 12:00:00,0,37543.0,12,6,0,0
2024-11-24 13:00:00,0,40629.0,13,6,0,0
2024-11-24 14:00:00,0,42000.0,14,6,0,0
2024-11-24 15:00:00,0,42686.0,15,6,0,0
2024-11-24 16:00:00,0,42000.0,16,6,0,0
2024-11-24 17:00:00,0,42000.0,17,6,0,0
2024-11-24 18:00:00,0,37886.0,18,6,0,0
2024-11-24 19:00:00,0,34114.0,19,6,0,0
2024-11-24 20:00:00,0,27600.0,20,6,0,0
2024-11-24 21:00:00,0,22114.0,21,6,0,0
2024-11-24 22:00:00,0,16629.0,22,6,0,0
2024-11-24 23:00:00,0,11486.0,23,6,0,0
2024-11-25 00:00:00,0,6686.0,0,0,0,0
2024-11-25 01:00:00,0,4971.0,1,0,0,0
2024-11-25 02:00:00,0,4629.0,2,0,0,0
2024-11-25 03:00:00,0,4629.0,3,0,0,0
2024-11-25 04:00:00,0,4629.0,4,0,0,0
2024-11-25 05:00:00,0,5314.0,5,0,0,0
2024-11-25 06:00:00,0,7714.0,6,0,0,0
2024-11-25 07:00:00,0,15257.0,7,0,0,0
2024-11-25 08:00:00,0,24857.0,8,0,0,0
2024-11-25 09:00:00,0,22457.0,9,0,0,0
2024-11-25 10:00:00,0,24171.0,10,0,0,0
2024-11-25 11:00:00,0,27943.0,11,0,0,0
2024-11-25 12:00:00,0,32743.0,12,0,0,0
2024-11-25 13:00:00,0,34457.0,13,0,0,0
2024-11-25 14:00:00,0,33429.0,14,0,0,0
2024-11-25 15:00:00,0,34457.0,15,0,0,0
2024-11-25 16:00:00,0,36514.0,16,0,0,0
2024-11-25 17:00:00,0,39943.0,17,0,0,0
2024-11-25 18:00:00,0,44057.0,18,0,0,0
2024-11-25 19:00:00,0,41314.0,19,0,0,0
2024-11-25 20:00:00,0,33086.0,20,0,0,0
2024-11-25 21:00:00,0,26229.0,21,0,0,0
2024-11-25 22:00:00,0,19371.0,22,0,0,0
2024-11-25 23:00:00,0,13543.0,23,0,0,0
2024-11-26 00:00:00,0,7371.0,0,1,0,0
2024-11-26 01:00:00,0,5314.0,1,1,0,0
2024-11-26 02:00:00,0,4971.0,2,1,0,0
2024-11-26 03:00:00,0,4971.0,3,1,0,0
2024-11-26 04:00:00,0,4971.0,4,1,0,0
2024-11-26 05:00:00,0,5657.0,5,1,0,0
2024-11-26 06:00:00,0,7371.0,6,1,0,0
2024-11-26 07:00:00,0,15257.0,7,1,0,0
2024-11-26 08:00:00,0,26229.0,8,1,0,0
2024-11-26 09:00:00,0,23829.0,9,1,0,0
2024-11-26 10:00:00,0,24514.0,10,1,0,0
2024-11-26 11:00:00,0,27943.0,11,1,0,0
2024-11-26 12:00:00,0,32400.0,12,1,0,0
2024-11-26 13:00:00,0,34800.0,13,1,0,0
2024-11-26 14:00:00,0,34114.0,14,1,0,0
2024-11-26 15:00:00,0,35486.0,15,1,0,0
2024-11-26 16:00:00,0,37886.0,16,1,0,0
2024-11-26 17:00:00,0,40971.0,17,1,0,0
2024-11-26 18:00:00,0,46800.0,18,1,0,0
2024-11-26 19:00:00,0,44400.0,19,1,0,0
2024-11-26 20:00:00,0,36171.0,20,1,0,0
2024-11-26 21:00:00,0,28834.0,21,1,0,0
2024-11-26 22:00:00,0,21429.0,22,1,0,0
2024-11-26 23:00:00,0,14229.0,23,1,0,0
2024-11-27 00:00:00,0,7714.0,0,2,0,0
2024-11-27 01:00:00,0,5314.0,1,2,0,0
2024-11-27 02:00:00,0,4971.0,2,2,0,0
2024-11-27 03:00:00,0,4971.0,3,2,0,0
2024-11-27 04:00:00,0,4971.0,4,2,0,0
2024-11-27 05:00:00,0,5314.0,5,2,0,0
2024-11-27 06:00:00,0,7371.0,6,2,0,0
2024-11-27 07:00:00,0,14229.0,7,2,0,0
2024-11-27 08:00:00,0,23486.0,8,2,0,0
2024-11-27 09:00:00,0,22457.0,9,2,0,0
2024-11-27 10:00:00,0,25200.0,10,2,0,0
2024-11-27 11:00:00,0,28971.0,11,2,0,0
2024-11-27 12:00:00,0,34114.0,12,2,0,0
2024-11-27 13:00:00,0,35829.0,13,2,0,0
2024-11-27 14:00:00,0,34457.0,14,2,0,0
2024-11-27 15:00:00,0,36514.0,15,2,0,0
2024-11-27 16:00:00,0,38229.0,16,2,0,0
2024-11-27 17:00:00,0,41657.0,17,2,0,0
2024-11-27 18:00:00,0,45417.0,18,2,0,0
2024-11-27 19:00:00,0,43232.0,19,2,0,0
2024-11-27 20:00:00,0,35829.0,20,2,0,0
2024-11-27 21:00:00,0,29657.0,21,2,0,0
2024-11-27 22:00:00,0,22114.0,22,2,0,1
2024-11-27 23:00:00,0,14571.0,23,2,0,0
2024-11-28 00:00:00,0,8057.0,0,3,0,0
2024-11-28 01:00:00,0,4971.0,1,3,0,0
2024-11-28 02:00:00,0,4971.0,2,3,0,0
2024-11-28 03:00:00,0,4971.0,3,3,0,0
2024-11-28 04:00:00,0,4971.0,4,3,0,0
2024-11-28 05:00:00,0,5657.0,5,3,0,0
2024-11-28 06:00:00,0,7371.0,6,3,0,0
2024-11-28 07:00:00,0,14229.0,7,3,0,0
2024-11-28 08:00:00,0,23486.0,8,3,0,0
2024-11-28 09:00:00,0,22800.0,9,3,0,0
2024-11-28 10:00:00,0,24857.0,10,3,0,0
2024-11-28 11:00:00,0,28286.0,11,3,0,0
2024-11-28 12:00:00,0,33429.0,12,3,0,0
2024-11-28 13:00:00,0,36514.0,13,3,0,0
2024-11-28 14:00:00,0,35486.0,14,3,0,0
2024-11-28 15:00:00,0,36857.0,15,3,0,0
2024-11-28 16:00:00,0,39257.0,16,3,0,0
2024-11-28 17:00:00,0,44057.0,17,3,0,0
2024-11-28 18:00:00,0,49886.0,18,3,0,0
2024-11-28 19:00:00,0,50571.0,19,3,0,0
2024-11-28 20:00:00,0,44057.0,20,3,0,0
2024-11-28 21:00:00,0,37333.0,21,3,0,0
2024-11-28 22:00:00,0,29145.0,22,3,0,0
2024-11-28 23:00:00,0,21643.0,23,3,0,0
2024-11-29 00:00:00,0,12643.0,0,4,0,0
2024-11-29 01:00:00,0,8357.0,1,4,0,0
2024-11-29 02:00:00,0,7500.0,2,4,0,0
2024-11-29 03:00:00,0,7500.0,3,4,0,0
2024-11-29 04:00:00,0,7071.0,4,4,0,0
2024-11-29 05:00:00,0,7071.0,5,4,0,0
2024-11-29 06:00:00,0,7500.0,6,4,0,0
2024-11-29 07:00:00,0,9214.0,7,4,0,0
2024-11-29 08:00:00,0,12643.0,8,4,0,0
2024-11-29 09:00:00,0,16929.0,9,4,0,0
2024-11-29 10:00:00,0,25929.0,10,4,0,0
2024-11-29 11:00:00,0,34500.0,11,4,0,0
2024-11-29 12:00:00,0,41357.0,12,4,0,0
2024-11-29 13:00:00,0,46500.0,13,4,0,0
2024-11-29 14:00:00,0,48214.0,14,4,0,0
2024-11-29 15:00:00,0,49500.0,15,4,0,0
2024-11-29 16:00:00,0,51643.0,16,4,0,0
2024-11-29 17:00:00,0,52500.0,17,4,0,0
2024-11-29 18:00:00,0,52071.0,18,4,0,0
2024-11-29 19:00:00,0,46929.0,19,4,0,0
2024-11-29 20:00:00,0,40071.0,20,4,0,0
2024-11-29 21:00:00,0,33771.0,21,4,0,0
2024-11-29 22:00:00,0,26914.0,22,4,0,0
2024-11-29 23:00:00,0,19371.0,23,4,0,0
2024-11-30 00:00:00,0,10800.0,0,5,0,0
2024-11-30 01:00:00,0,7714.0,1,5,0,0
2024-11-30 02:00:00,0,7371.0,2,5,0,0
2024-11-30 03:00:00,0,7029.0,3,5,0,0
2024-11-30 04:00:00,0,6343.0,4,5,0,0
2024-11-30 05:00:00,0,6686.0,5,5,0,0
2024-11-30 06:00:00,0,6686.0,6,5,0,0
2024-11-30 07:00:00,0,7371.0,7,5,0,0
2024-11-30 08:00:00,0,9771.0,8,5,0,0
2024-11-30 09:00:00,0,14914.0,9,5,0,0
2024-11-30 10:00:00,0,22800.0,10,5,0,0
2024-11-30 11:00:00,0,31371.0,11,5,0,0
2024-11-30 12:00:00,0,37886.0,12,5,0,0
2024-11-30 13:00:00,0,41657.0,13,5,0,0
2024-11-30 14:00:00,0,43714.0,14,5,0,0
2024-11-30 15:00:00,0,45771.0,15,5,0,0
2024-11-30 16:00:00,0,47143.0,16,5,0,0
2024-11-30 17:00:00,0,46800.0,17,5,0,0
2024-11-30 18:00:00,0,44400.0,18,5,0,0
2024-11-30 19:00:00,0,38571.0,19,5,0,0
2024-11-30 20:00:00,0,30686.0,20,5,0,0
2024-11-30 21:00:00,0,24171.5,21,5,0,1
2024-11-30 22:00:00,0,17657.0,22,5,0,0
2024-11-30 23:00:00,0,11829.0,23,5,0,0
2024-12-01 00:00:00,0,7029.0,0,6,0,0
2024-12-01 01:00:00,0,4971.0,1,6,0,0
2024-12-01 02:00:00,0,4629.0,2,6,0,0
2024-12-01 03:00:00,0,4629.0,3,6,0,0
2024-12-01 04:00:00,0,4629.0,4,6,0,0
2024-12-01 05:00:00,0,5314.0,5,6,0,0
2024-12-01 06:00:00,0,7371.0,6,6,0,0
2024-12-01 07:00:00,0,14914.0,7,6,0,0
2024-12-01 08:00:00,0,24171.0,8,6,0,0
2024-12-01 09:00:00,0,23143.0,9,6,0,0
2024-12-01 10:00:00,0,24514.0,10,6,0,0
2024-12-01 11:00:00,0,27943.0,11,6,0,0
2024-12-01 12:00:00,0,31714.0,12,6,0,0
2024-12-01 13:00:00,0,33429.0,13,6,0,0
2024-12-01 14:00:00,0,33086.0,14,6,0,0
2024-12-01 15:00:00,0,34800.0,15,6,0,0
2024-12-01 16:00:00,0,36171.0,16,6,0,0
2024-12-01 17:00:00,0,39685.0,17,6,0,0
2024-12-01 18:00:00,0,43121.0,18,6,0,0
2024-12-01 19:00:00,0,41334.0,19,6,0,0
2024-12-01 20:00:00,0,31991.0,20,6,0,0
2024-12-01 21:00:00,0,24679.0,21,6,0,0
2024-12-01 22:00:00,0,24466.68,22,6,1,1
2024-12-01 23:00:00,0,24254.36,23,6,1,1
2024-12-02 00:00:00,0,24042.04,0,0,1,1
2024-12-02 01:00:00,0,23829.72,1,0,1,1
2024-12-02 02:00:00,0,23617.4,2,0,1,1
2024-12-02 03:00:00,0,23405.08,3,0,1,1
2024-12-02 04:00:00,0,23192.76,4,0,1,1
2024-12-02 05:00:00,0,22980.44,5,0,1,1
2024-12-02 06:00:00,0,22768.12,6,0,1,1
2024-12-02 07:00:00,0,22555.8,7,0,1,1
2024-12-02 08:00:00,0,22343.48,8,0,1,1
2024-12-02 09:00:00,0,22131.16,9,0,1,1
2024-12-02 10:00:00,0,21918.84,10,0,1,1
2024-12-02 11:00:00,0,21706.52,11,0,1,1
2024-12-02 12:00:00,0,21494.2,12,0,1,1
2024-12-02 13:00:00,0,21281.88,13,0,1,1
2024-12-02 14:00:00,0,21069.56,14,0,1,1
2024-12-02 15:00:00,0,20857.24,15,0,1,1
2024-12-02 16:00:00,0,20644.92,16,0,1,1
2024-12-02 17:00:00,0,20432.6,17,0,1,1
2024-12-02 18:00:00,0,20220.28,18,0,1,1
2024-12-02 19:00:00,0,20007.96,19,0,1,1
2024-12-02 20:00:00,0,19795.64,20,0,1,1
2024-12-02 21:00:00,0,19583.32,21,0,1,1
2024-12-02 22:00:00,0,19371.0,22,0,0,0
2024-12-02 23:00:00,0,13200.0,23,0,0,0
2024-12-03 00:00:00,0,7714.0,0,1,0,0
2024-12-03 01:00:00,0,5314.0,1,1,0,0
2024-12-03 02:00:00,0,4971.0,2,1,0,0
2024-12-03 03:00:00,0,4629.0,3,1,0,0
2024-12-03 04:00:00,0,4971.0,4,1,0,0
2024-12-03 05:00:00,0,5314.0,5,1,0,0
2024-12-03 06:00:00,0,7371.0,6,1,0,0
2024-12-03 07:00:00,0,14571.0,7,1,0,0
2024-12-03 08:00:00,0,23143.0,8,1,0,0
2024-12-03 09:00:00,0,22800.0,9,1,0,0
2024-12-03 10:00:00,0,24857.0,10,1,0,0
2024-12-03 11:00:00,0,27600.0,11,1,0,0
2024-12-03 12:00:00,0,32743.0,12,1,0,0
2024-12-03 13:00:00,0,34800.0,13,1,0,0
2024-12-03 14:00:00,0,33771.0,14,1,0,0
2024-12-03 15:00:00,0,34800.0,15,1,0,0
2024-12-03 16:00:00,0,36857.0,16,1,0,0
2024-12-03 17:00:00,0,40286.0,17,1,0,0
2024-12-03 18:00:00,0,43714.0,18,1,0,0
2024-12-03 19:00:00,0,41314.0,19,1,0,0
2024-12-03 20:00:00,0,34114.0,20,1,0,0
2024-12-03 21:00:00,0,27600.0,21,1,0,0
2024-12-03 22:00:00,0,20743.0,22,1,0,0
2024-12-03 23:00:00,0,13543.0,23,1,0,0
2024-12-04 00:00:00,0,7714.0,0,2,0,0
2024-12-04 01:00:00,0,5314.0,1,2,0,0
2024-12-04 02:00:00,0,5446.720430107527,2,2,1,1
2024-12-04 03:00:00,0,5579.440860215053,3,2,1,1
2024-12-04 04:00:00,0,5712.1612903225805,4,2,1,1
2024-12-04 05:00:00,0,5844.881720430108,5,2,1,1
2024-12-04 06:00:00,0,5977.602150537635,6,2,1,1
2024-12-04 07:00:00,0,6110.322580645161,7,2,1,1
2024-12-04 08:00:00,0,6243.043010752688,8,2,1,1
2024-12-04 09:00:00,0,6375.763440860215,9,2,1,1
2024-12-04 10:00:00,0,6508.483870967742,10,2,1,1
2024-12-04 11:00:00,0,6641.204301075269,11,2,1,1
2024-12-04 12:00:00,0,6773.924731182796,12,2,1,1
2024-12-04 13:00:00,0,6906.645161290322,13,2,1,1
2024-12-04 14:00:00,0,7039.365591397849,14,2,1,1
2024-12-04 15:00:00,0,7172.086021505376,15,2,1,1
2024-12-04 16:00:00,0,7304.806451612903,16,2,1,1
2024-12-04 17:00:00,0,7437.5268817204305,17,2,1,1
2024-12-04 18:00:00,0,7570.247311827957,18,2,1,1
