datetime,station_name,population,hour_of_day,day_of_week,is_fake,was_missing
2024-12-04 19:00:00,0,7702.967741935484,19,2,1,1
2024-12-04 20:00:00,0,7835.68817204301,20,2,1,1
2024-12-04 21:00:00,0,7968.408602150537,21,2,1,1
2024-12-04 22:00:00,0,8101.129032258064,22,2,1,1
2024-12-04 23:00:00,0,8233.849462365592,23,2,1,1
2024-12-05 00:00:00,0,8366.569892473119,0,3,1,1
2024-12-05 01:00:00,0,8499.290322580644,1,3,1,1
2024-12-05 02:00:00,0,8632.010752688173,2,3,1,1
2024-12-05 03:00:00,0,8764.731182795698,3,3,1,1
2024-12-05 04:00:00,0,8897.451612903225,4,3,1,1
2024-12-05 05:00:00,0,9030.172043010753,5,3,1,1
2024-12-05 06:00:00,0,9162.89247311828,6,3,1,1
2024-12-05 07:00:00,0,9295.612903225807,7,3,1,1
2024-12-05 08:00:00,0,9428.333333333332,8,3,1,1
2024-12-05 09:00:00,0,9561.053763440861,9,3,1,1
2024-12-05 10:00:00,0,9693.774193548386,10,3,1,1
2024-12-05 11:00:00,0,9826.494623655914,11,3,1,1
2024-12-05 12:00:00,0,9959.21505376344,12,3,1,1
2024-12-05 13:00:00,0,10091.935483870968,13,3,1,1
2024-12-05 14:00:00,0,10224.655913978495,14,3,1,1
2024-12-05 15:00:00,0,10357.37634408602,15,3,1,1
2024-12-05 16:00:00,0,10490.09677419355,16,3,1,1
2024-12-05 17:00:00,0,10622.817204301075,17,3,1,1
2024-12-05 18:00:00,0,10755.537634408602,18,3,1,1
2024-12-05 19:00:00,0,10888.258064516129,19,3,1,1
2024-12-05 20:00:00,0,11020.978494623656,20,3,1,1
2024-12-05 21:00:00,0,11153.698924731183,21,3,1,1
2024-12-05 22:00:00,0,11286.419354838708,22,3,1,1
2024-12-05 23:00:00,0,11419.139784946237,23,3,1,1
2024-12-06 00:00:00,0,11551.860215053763,0,4,1,1
2024-12-06 01:00:00,0,11684.58064516129,1,4,1,1
2024-12-06 02:00:00,0,11817.301075268817,2,4,1,1
2024-12-06 03:00:00,0,11950.021505376344,3,4,1,1
2024-12-06 04:00:00,0,12082.741935483871,4,4,1,1
2024-12-06 05:00:00,0,12215.462365591397,5,4,1,1
2024-12-06 06:00:00,0,12348.182795698925,6,4,1,1
2024-12-06 07:00:00,0,12480.90322580645,7,4,1,1
2024-12-06 08:00:00,0,12613.62365591398,8,4,1,1
2024-12-06 09:00:00,0,12746.344086021505,9,4,1,1
2024-12-06 10:00:00,0,12879.064516129032,10,4,1,1
2024-12-06 11:00:00,0,13011.78494623656,11,4,1,1
2024-12-06 12:00:00,0,13144.505376344085,12,4,1,1
2024-12-06 13:00:00,0,13277.225806451614,13,4,1,1
2024-12-06 14:00:00,0,13409.946236559139,14,4,1,1
2024-12-06 15:00:00,0,13542.666666666666,15,4,1,1
2024-12-06 16:00:00,0,13675.387096774193,16,4,1,1
2024-12-06 17:00:00,0,13808.10752688172,17,4,1,1
2024-12-06 18:00:00,0,13940.827956989247,18,4,1,1
2024-12-06 19:00:00,0,14073.548387096775,19,4,1,1
2024-12-06 20:00:00,0,14206.268817204302,20,4,1,1
2024-12-06 21:00:00,0,14338.989247311827,21,4,1,1
2024-12-06 22:00:00,0,14471.709677419354,22,4,1,1
2024-12-06 23:00:00,0,14604.430107526881,23,4,1,1
2024-12-07 00:00:00,0,14737.150537634408,0,5,1,1
2024-12-07 01:00:00,0,14869.870967741936,1,5,1,1
2024-12-07 02:00:00,0,15002.591397849463,2,5,1,1
2024-12-07 03:00:00,0,15135.31182795699,3,5,1,1
2024-12-07 04:00:00,0,15268.032258064515,4,5,1,1
2024-12-07 05:00:00,0,15400.752688172042,5,5,1,1
2024-12-07 06:00:00,0,15533.47311827957,6,5,1,1
2024-12-07 07:00:00,0,15666.193548387097,7,5,1,1
2024-12-07 08:00:00,0,15798.913978494624,8,5,1,1
2024-12-07 09:00:00,0,15931.63440860215,9,5,1,1
2024-12-07 10:00:00,0,16064.354838709678,10,5,1,1
2024-12-07 11:00:00,0,16197.075268817203,11,5,1,1
2024-12-07 12:00:00,0,16329.79569892473,12,5,1,1
2024-12-07 13:00:00,0,16462.516129032258,13,5,1,1
2024-12-07 14:00:00,0,16595.236559139783,14,5,1,1
2024-12-07 15:00:00,0,16727.956989247312,15,5,1,1
2024-12-07 16:00:00,0,16860.67741935484,16,5,1,1
2024-12-07 17:00:00,0,16993.397849462366,17,5,1,1
2024-12-07 18:00:00,0,17126.11827956989,18,5,1,1
2024-12-07 19:00:00,0,17258.838709677417,19,5,1,1
2024-12-07 20:00:00,0,17391.559139784946,20,5,1,1
2024-12-07 21:00:00,0,17524.279569892475,21,5,1,1
2024-12-07 22:00:00,0,17657.0,22,5,0,0
2024-12-07 23:00:00,0,12171.0,23,5,0,0
2024-12-08 00:00:00,0,6686.0,0,6,0,0
2024-12-08 01:00:00,0,4629.0,1,6,0,0
2024-12-08 02:00:00,0,4629.0,2,6,0,0
2024-12-08 03:00:00,0,4629.0,3,6,0,0
2024-12-08 04:00:00,0,4629.0,4,6,0,0
2024-12-08 05:00:00,0,4971.0,5,6,0,0
2024-12-08 06:00:00,0,7371.0,6,6,0,0
2024-12-08 07:00:00,0,14229.0,7,6,0,0
2024-12-08 08:00:00,0,23829.0,8,6,0,0
2024-12-08 09:00:00,0,22457.0,9,6,0,0
2024-12-08 10:00:00,0,24514.0,10,6,0,0
2024-12-08 11:00:00,0,27943.0,11,6,0,0
2024-12-08 12:00:00,0,32743.0,12,6,0,0
2024-12-08 13:00:00,0,35143.0,13,6,0,0
2024-12-08 14:00:00,0,33771.0,14,6,0,0
2024-12-08 15:00:00,0,34457.0,15,6,0,0
2024-12-08 16:00:00,0,35829.0,16,6,0,0
2024-12-08 17:00:00,0,38914.0,17,6,0,0
2024-12-08 18:00:00,0,43029.0,18,6,0,0
2024-12-08 19:00:00,0,41314.0,19,6,0,0
2024-12-08 20:00:00,0,33086.0,20,6,0,0
2024-12-08 21:00:00,0,25886.0,21,6,0,0
2024-12-08 22:00:00,0,19543.0,22,6,0,1
2024-12-08 23:00:00,0,13200.0,23,6,0,0
2024-12-09 00:00:00,0,7371.0,0,0,0,0
2024-12-09 01:00:00,0,4971.0,1,0,0,0
2024-12-09 02:00:00,0,4971.0,2,0,0,0
2024-12-09 03:00:00,0,4971.0,3,0,0,0
2024-12-09 04:00:00,0,4971.0,4,0,0,0
2024-12-09 05:00:00,0,5657.0,5,0,0,0
2024-12-09 06:00:00,0,7371.0,6,0,0,0
2024-12-09 07:00:00,0,14229.0,7,0,0,0
2024-12-09 08:00:00,0,24514.0,8,0,0,0
2024-12-09 09:00:00,0,23829.0,9,0,0,0
2024-12-09 10:00:00,0,24857.0,10,0,0,0
2024-12-09 11:00:00,0,28286.0,11,0,0,0
2024-12-09 12:00:00,0,33771.0,12,0,0,0
2024-12-09 13:00:00,0,36171.0,13,0,0,0
2024-12-09 14:00:00,0,34800.0,14,0,0,0
2024-12-09 15:00:00,0,35829.0,15,0,0,0
2024-12-09 16:00:00,0,36857.0,16,0,0,0
2024-12-09 17:00:00,0,41657.0,17,0,0,0
2024-12-09 18:00:00,0,45429.0,18,0,0,0
2024-12-09 19:00:00,0,43371.0,19,0,0,0
2024-12-09 20:00:00,0,35486.0,20,0,0,0
2024-12-09 21:00:00,0,28971.0,21,0,0,0
2024-12-09 22:00:00,0,21429.0,22,0,0,0
2024-12-09 23:00:00,0,14571.0,23,0,0,0
2024-12-10 00:00:00,0,7714.0,0,1,0,0
2024-12-10 01:00:00,0,5657.0,1,1,0,0
2024-12-10 02:00:00,0,5314.0,2,1,0,0
2024-12-10 03:00:00,0,4971.0,3,1,0,0
2024-12-10 04:00:00,0,4971.0,4,1,0,0
2024-12-10 05:00:00,0,5657.0,5,1,0,0
2024-12-10 06:00:00,0,7371.0,6,1,0,0
2024-12-10 07:00:00,0,14229.0,7,1,0,0
2024-12-10 08:00:00,0,23143.0,8,1,0,0
2024-12-10 09:00:00,0,22457.0,9,1,0,0
2024-12-10 10:00:00,0,25200.0,10,1,0,0
2024-12-10 11:00:00,0,29657.0,11,1,0,0
2024-12-10 12:00:00,0,34729.0,12,1,0,0
2024-12-10 13:00:00,0,37238.0,13,1,0,0
2024-12-10 14:00:00,0,36155.0,14,1,0,0
2024-12-10 15:00:00,0,37200.0,15,1,0,0
2024-12-10 16:00:00,0,38571.0,16,1,0,0
2024-12-10 17:00:00,0,42343.0,17,1,0,0
2024-12-10 18:00:00,0,46800.0,18,1,0,0
2024-12-10 19:00:00,0,44743.0,19,1,0,0
2024-12-10 20:00:00,0,36514.0,20,1,0,0
2024-12-10 21:00:00,0,29657.0,21,1,0,0
2024-12-10 22:00:00,0,22457.0,22,1,0,0
2024-12-10 23:00:00,0,15257.0,23,1,0,0
2024-12-11 00:00:00,0,8400.0,0,2,0,0
2024-12-11 01:00:00,0,5657.0,1,2,0,0
2024-12-11 02:00:00,0,5657.0,2,2,0,0
2024-12-11 03:00:00,0,5657.0,3,2,0,0
2024-12-11 04:00:00,0,5314.0,4,2,0,0
2024-12-11 05:00:00,0,5657.0,5,2,0,0
2024-12-11 06:00:00,0,7371.0,6,2,0,0
2024-12-11 07:00:00,0,13886.0,7,2,0,0
2024-12-11 08:00:00,0,23486.0,8,2,0,0
2024-12-11 09:00:00,0,24857.0,9,2,0,0
2024-12-11 10:00:00,0,26571.0,10,2,0,0
2024-12-11 11:00:00,0,29657.0,11,2,0,0
2024-12-11 12:00:00,0,35143.0,12,2,0,0
2024-12-11 13:00:00,0,37543.0,13,2,0,0
2024-12-11 14:00:00,0,36171.0,14,2,0,0
2024-12-11 15:00:00,0,36514.0,15,2,0,0
2024-12-11 16:00:00,0,37886.0,16,2,0,0
2024-12-11 17:00:00,0,42000.0,17,2,0,0
2024-12-11 18:00:00,0,46135.0,18,2,0,0
2024-12-11 19:00:00,0,45367.0,19,2,0,0
2024-12-11 20:00:00,0,37938.0,20,2,0,0
2024-12-11 21:00:00,0,30367.0,21,2,0,0
2024-12-11 22:00:00,0,22929.0,22,2,0,0
2024-12-11 23:00:00,0,15643.0,23,2,0,0
2024-12-12 00:00:00,0,8357.0,0,3,0,0
2024-12-12 01:00:00,0,5357.0,1,3,0,0
2024-12-12 02:00:00,0,5357.0,2,3,0,0
2024-12-12 03:00:00,0,4929.0,3,3,0,0
2024-12-12 04:00:00,0,4929.0,4,3,0,0
2024-12-12 05:00:00,0,5357.0,5,3,0,0
2024-12-12 06:00:00,0,7500.0,6,3,0,0
2024-12-12 07:00:00,0,13929.0,7,3,0,0
2024-12-12 08:00:00,0,22929.0,8,3,0,0
2024-12-12 09:00:00,0,22929.0,9,3,0,0
2024-12-12 10:00:00,0,25929.0,10,3,0,0
2024-12-12 11:00:00,0,30214.0,11,3,0,0
2024-12-12 12:00:00,0,36214.0,12,3,0,0
2024-12-12 13:00:00,0,38786.0,13,3,0,0
2024-12-12 14:00:00,0,37929.0,14,3,0,0
2024-12-12 15:00:00,0,39214.0,15,3,0,0
2024-12-12 16:00:00,0,40929.0,16,3,0,0
2024-12-12 17:00:00,0,45643.0,17,3,0,0
2024-12-12 18:00:00,0,52071.0,18,3,0,0
2024-12-12 19:00:00,0,53357.0,19,3,0,0
2024-12-12 20:00:00,0,47786.0,20,3,0,0
2024-12-12 21:00:00,0,40242.0,21,3,0,0
2024-12-12 22:00:00,0,39818.6,22,3,1,1
2024-12-12 23:00:00,0,39395.2,23,3,1,1
2024-12-13 00:00:00,0,38971.8,0,4,1,1
2024-12-13 01:00:00,0,38548.4,1,4,1,1
2024-12-13 02:00:00,0,38125.0,2,4,1,1
2024-12-13 03:00:00,0,37701.6,3,4,1,1
2024-12-13 04:00:00,0,37278.2,4,4,1,1
2024-12-13 05:00:00,0,36854.8,5,4,1,1
2024-12-13 06:00:00,0,36431.4,6,4,1,1
2024-12-13 07:00:00,0,36008.0,7,4,1,1
2024-12-13 08:00:00,0,35584.6,8,4,1,1
2024-12-13 09:00:00,0,35161.2,9,4,1,1
2024-12-13 10:00:00,0,34737.8,10,4,1,1
2024-12-13 11:00:00,0,34314.4,11,4,1,1
2024-12-13 12:00:00,0,33891.0,12,4,1,1
2024-12-13 13:00:00,0,33467.6,13,4,1,1
2024-12-13 14:00:00,0,33044.2,14,4,1,1
2024-12-13 15:00:00,0,32620.8,15,4,1,1
2024-12-13 16:00:00,0,32197.4,16,4,1,1
2024-12-13 17:00:00,0,31774.0,17,4,1,1
2024-12-13 18:00:00,0,31350.6,18,4,1,1
2024-12-13 19:00:00,0,30927.2,19,4,1,1
2024-12-13 20:00:00,0,30503.800000000003,20,4,1,1
2024-12-13 21:00:00,0,30080.4,21,4,1,1
2024-12-13 22:00:00,0,29657.0,22,4,0,0
2024-12-13 23:00:00,0,21429.0,23,4,0,0
2024-12-14 00:00:00,0,12171.0,0,5,0,0
2024-12-14 01:00:00,0,8057.0,1,5,0,0
2024-12-14 02:00:00,0,7714.0,2,5,0,0
2024-12-14 03:00:00,0,7371.0,3,5,0,0
2024-12-14 04:00:00,0,7371.0,4,5,0,0
2024-12-14 05:00:00,0,7714.0,5,5,0,0
2024-12-14 06:00:00,0,7029.0,6,5,0,0
2024-12-14 07:00:00,0,8057.0,7,5,0,0
2024-12-14 08:00:00,0,10457.0,8,5,0,0
2024-12-14 09:00:00,0,15600.0,9,5,0,0
2024-12-14 10:00:00,0,23829.0,10,5,0,0
2024-12-14 11:00:00,0,33429.0,11,5,0,0
2024-12-14 12:00:00,0,40629.0,12,5,0,0
2024-12-14 13:00:00,0,45429.0,13,5,0,0
2024-12-14 14:00:00,0,47829.0,14,5,0,0
2024-12-14 15:00:00,0,49543.0,15,5,0,0
2024-12-14 16:00:00,0,49200.0,16,5,0,0
2024-12-14 17:00:00,0,47829.0,17,5,0,0
2024-12-14 18:00:00,0,43714.0,18,5,0,0
2024-12-14 19:00:00,0,38571.0,19,5,0,0
2024-12-14 20:00:00,0,32057.0,20,5,0,0
2024-12-14 21:00:00,0,25543.0,21,5,0,0
2024-12-14 22:00:00,0,19029.0,22,5,0,0
2024-12-14 23:00:00,0,12857.0,23,5,0,0
2024-12-15 00:00:00,0,7371.0,0,6,0,0
2024-12-15 01:00:00,0,5314.0,1,6,0,0
2024-12-15 02:00:00,0,4971.0,2,6,0,0
2024-12-15 03:00:00,0,4629.0,3,6,0,0
2024-12-15 04:00:00,0,4971.0,4,6,0,0
2024-12-15 05:00:00,0,5314.0,5,6,0,0
2024-12-15 06:00:00,0,7029.0,6,6,0,0
2024-12-15 07:00:00,0,13886.0,7,6,0,0
2024-12-15 08:00:00,0,23143.0,8,6,0,0
2024-12-15 09:00:00,0,23143.0,9,6,0,0
2024-12-15 10:00:00,0,25543.0,10,6,0,0
2024-12-15 11:00:00,0,28971.0,11,6,0,0
2024-12-15 12:00:00,0,34114.0,12,6,0,0
2024-12-15 13:00:00,0,36857.0,13,6,0,0
2024-12-15 14:00:00,0,36514.0,14,6,0,0
2024-12-15 15:00:00,0,37543.0,15,6,0,0
2024-12-15 16:00:00,0,38571.0,16,6,0,0
2024-12-15 17:00:00,0,42686.0,17,6,0,0
2024-12-15 18:00:00,0,47143.0,18,6,0,0
2024-12-15 19:00:00,0,44743.0,19,6,0,0
2024-12-15 20:00:00,0,36305.0,20,6,0,0
2024-12-15 21:00:00,0,29303.0,21,6,0,0
2024-12-15 22:00:00,0,21937.0,22,6,0,1
2024-12-15 23:00:00,0,14571.0,23,6,0,0
2024-12-16 00:00:00,0,8057.0,0,0,0,0
2024-12-16 01:00:00,0,5314.0,1,0,0,0
2024-12-16 02:00:00,0,5314.0,2,0,0,0
2024-12-16 03:00:00,0,4971.0,3,0,0,0
2024-12-16 04:00:00,0,4971.0,4,0,0,0
2024-12-16 05:00:00,0,5657.0,5,0,0,0
2024-12-16 06:00:00,0,7371.0,6,0,0,0
2024-12-16 07:00:00,0,14229.0,7,0,0,0
2024-12-16 08:00:00,0,23143.0,8,0,0,0
2024-12-16 09:00:00,0,22800.0,9,0,0,0
2024-12-16 10:00:00,0,25200.0,10,0,0,0
2024-12-16 11:00:00,0,29314.0,11,0,0,0
2024-12-16 12:00:00,0,34800.0,12,0,0,0
2024-12-16 13:00:00,0,37543.0,13,0,0,0
2024-12-16 14:00:00,0,36171.0,14,0,0,0
2024-12-16 15:00:00,0,36857.0,15,0,0,0
2024-12-16 16:00:00,0,38229.0,16,0,0,0
2024-12-16 17:00:00,0,43029.0,17,0,0,0
2024-12-16 18:00:00,0,47486.0,18,0,0,0
2024-12-16 19:00:00,0,45086.0,19,0,0,0
2024-12-16 20:00:00,0,37543.0,20,0,0,0
2024-12-16 21:00:00,0,31371.0,21,0,0,0
2024-12-16 22:00:00,0,23143.0,22,0,0,0
2024-11-14 04:00:00,1,1500.0,4,3,0,0
2024-11-14 05:00:00,1,1929.0,5,3,0,0
2024-11-14 06:00:00,1,3643.0,6,3,0,0
2024-11-14 07:00:00,1,9214.0,7,3,0,0
2024-11-14 08:00:00,1,22929.0,8,3,0,0
2024-11-14 09:00:00,1,39643.0,9,3,0,0
2024-11-14 10:00:00,1,47357.0,10,3,0,0
2024-11-14 11:00:00,1,50357.0,11,3,0,0
2024-11-14 12:00:00,1,51214.0,12,3,0,0
2024-11-14 13:00:00,1,52929.0,13,3,0,0
2024-11-14 14:00:00,1,52929.0,14,3,0,0
2024-11-14 15:00:00,1,52500.0,15,3,0,0
2024-11-14 16:00:00,1,49929.0,16,3,0,0
2024-11-14 17:00:00,1,47357.0,17,3,0,0
2024-11-14 18:00:00,1,41786.0,18,3,0,0
2024-11-14 19:00:00,1,33214.0,19,3,0,0
2024-11-14 20:00:00,1,25071.0,20,3,0,0
2024-11-14 21:00:00,1,17786.0,21,3,0,0
2024-11-14 22:00:00,1,12086.0,22,3,0,0
2024-11-14 23:00:00,1,6600.0,23,3,0,0
2024-11-15 00:00:00,1,2786.0,0,4,0,0
2024-11-15 01:00:00,1,1971.0,1,4,0,0
2024-11-15 02:00:00,1,1800.0,2,4,0,0
2024-11-15 03:00:00,1,1971.0,3,4,0,0
2024-11-15 04:00:00,1,1800.0,4,4,0,0
2024-11-15 05:00:00,1,1971.0,5,4,0,0
2024-11-15 06:00:00,1,3000.0,6,4,0,0
2024-11-15 07:00:00,1,5229.0,7,4,0,0
2024-11-15 08:00:00,1,7457.0,8,4,0,0
2024-11-15 09:00:00,1,10886.0,9,4,0,0
2024-11-15 10:00:00,1,14829.0,10,4,0,0
2024-11-15 11:00:00,1,19286.0,11,4,0,0
2024-11-15 12:00:00,1,21857.0,12,4,0,0
2024-11-15 13:00:00,1,23571.0,13,4,0,0
2024-11-15 14:00:00,1,24086.0,14,4,0,0
2024-11-15 15:00:00,1,23743.0,15,4,0,0
2024-11-15 16:00:00,1,22714.0,16,4,0,0
2024-11-15 17:00:00,1,21171.0,17,4,0,0
2024-11-15 18:00:00,1,19114.0,18,4,0,0
2024-11-15 19:00:00,1,17057.0,19,4,0,0
2024-11-15 20:00:00,1,13114.0,20,4,0,0
2024-11-15 21:00:00,1,9514.0,21,4,0,0
2024-11-15 22:00:00,1,6771.5,22,4,0,1
2024-11-15 23:00:00,1,4029.0,23,4,0,0
2024-11-16 00:00:00,1,1971.0,0,5,0,0
2024-11-16 01:00:00,1,1286.0,1,5,0,0
2024-11-16 02:00:00,1,1629.0,2,5,0,0
2024-11-16 03:00:00,1,1629.0,3,5,0,0
2024-11-16 04:00:00,1,1629.0,4,5,0,0
2024-11-16 05:00:00,1,1629.0,5,5,0,0
2024-11-16 06:00:00,1,2486.0,6,5,0,0
2024-11-16 07:00:00,1,3686.0,7,5,0,0
2024-11-16 08:00:00,1,5057.0,8,5,0,0
2024-11-16 09:00:00,1,7629.0,9,5,0,0
2024-11-16 10:00:00,1,11057.0,10,5,0,0
2024-11-16 11:00:00,1,15514.0,11,5,0,0
2024-11-16 12:00:00,1,18257.0,12,5,0,0
2024-11-16 13:00:00,1,19457.0,13,5,0,0
2024-11-16 14:00:00,1,19800.0,14,5,0,0
2024-11-16 15:00:00,1,19457.0,15,5,0,0
2024-11-16 16:00:00,1,19457.0,16,5,0,0
2024-11-16 17:00:00,1,17914.0,17,5,0,0
2024-11-16 18:00:00,1,15343.0,18,5,0,0
2024-11-16 19:00:00,1,12943.0,19,5,0,0
2024-11-16 20:00:00,1,9857.0,20,5,0,0
2024-11-16 21:00:00,1,6771.0,21,5,0,0
2024-11-16 22:00:00,1,4371.0,22,5,0,0
2024-11-16 23:00:00,1,3271.0,23,5,0,1
2024-11-17 00:00:00,1,2171.0,0,6,0,1
2024-11-17 01:00:00,1,1071.0,1,6,0,0
2024-11-17 02:00:00,1,1500.0,2,6,0,0
2024-11-17 03:00:00,1,1500.0,3,6,0,0
2024-11-17 04:00:00,1,1500.0,4,6,0,0
2024-11-17 05:00:00,1,1929.0,5,6,0,0
2024-11-17 06:00:00,1,4071.0,6,6,0,0
2024-11-17 07:00:00,1,10071.0,7,6,0,0
2024-11-17 08:00:00,1,24643.0,8,6,0,0
2024-11-17 09:00:00,1,41357.0,9,6,0,0
2024-11-17 10:00:00,1,48643.0,10,6,0,0
2024-11-17 11:00:00,1,51214.0,11,6,0,0
2024-11-17 12:00:00,1,52071.0,12,6,0,0
2024-11-17 13:00:00,1,52500.0,13,6,0,0
2024-11-17 14:00:00,1,52071.0,14,6,0,0
2024-11-17 15:00:00,1,51214.0,15,6,0,0
2024-11-17 16:00:00,1,49500.0,16,6,0,0
2024-11-17 17:00:00,1,46071.0,17,6,0,0
2024-11-17 18:00:00,1,37500.0,18,6,0,0
2024-11-17 19:00:00,1,26925.0,19,6,0,0
2024-11-17 20:00:00,1,17636.0,20,6,0,0
2024-11-17 21:00:00,1,10993.0,21,6,0,0
2024-11-17 22:00:00,1,6214.0,22,6,0,0
2024-11-17 23:00:00,1,3214.0,23,6,0,0
2024-11-18 00:00:00,1,1929.0,0,0,0,0
2024-11-18 01:00:00,1,1500.0,1,0,0,0
2024-11-18 02:00:00,1,1929.0,2,0,0,0
2024-11-18 03:00:00,1,1929.0,3,0,0,0
2024-11-18 04:00:00,1,1929.0,4,0,0,0
2024-11-18 05:00:00,1,1929.0,5,0,0,0
2024-11-18 06:00:00,1,3643.0,6,0,0,0
2024-11-18 07:00:00,1,10071.0,7,0,0,0
2024-11-18 08:00:00,1,24643.0,8,0,0,0
2024-11-18 09:00:00,1,41786.0,9,0,0,0
2024-11-18 10:00:00,1,48214.0,10,0,0,0
2024-11-18 11:00:00,1,51643.0,11,0,0,0
2024-11-18 12:00:00,1,52929.0,12,0,0,0
2024-11-18 13:00:00,1,52929.0,13,0,0,0
2024-11-18 14:00:00,1,52929.0,14,0,0,0
2024-11-18 15:00:00,1,52500.0,15,0,0,0
2024-11-18 16:00:00,1,50786.0,16,0,0,0
2024-11-18 17:00:00,1,46929.0,17,0,0,0
2024-11-18 18:00:00,1,38786.0,18,0,0,0
2024-11-18 19:00:00,1,28500.0,19,0,0,0
2024-11-18 20:00:00,1,19071.0,20,0,0,0
2024-11-18 21:00:00,1,12643.0,21,0,0,0
2024-11-18 22:00:00,1,7929.0,22,0,0,0
2024-11-18 23:00:00,1,4071.0,23,0,0,0
2024-11-19 00:00:00,1,1929.0,0,1,0,0
2024-11-19 01:00:00,1,1929.0,1,1,0,0
2024-11-19 02:00:00,1,1929.0,2,1,0,0
2024-11-19 03:00:00,1,1500.0,3,1,0,0
2024-11-19 04:00:00,1,1500.0,4,1,0,0
2024-11-19 05:00:00,1,1929.0,5,1,0,0
2024-11-19 06:00:00,1,3643.0,6,1,0,0
2024-11-19 07:00:00,1,10071.0,7,1,0,0
2024-11-19 08:00:00,1,24214.0,8,1,0,0
2024-11-19 09:00:00,1,41357.0,9,1,0,0
2024-11-19 10:00:00,1,48643.0,10,1,0,0
2024-11-19 11:00:00,1,51214.0,11,1,0,0
2024-11-19 12:00:00,1,52500.0,12,1,0,0
2024-11-19 13:00:00,1,52929.0,13,1,0,0
2024-11-19 14:00:00,1,52929.0,14,1,0,0
2024-11-19 15:00:00,1,52929.0,15,1,0,0
2024-11-19 16:00:00,1,51214.0,16,1,0,0
2024-11-19 17:00:00,1,47357.0,17,1,0,0
2024-11-19 18:00:00,1,38786.0,18,1,0,0
2024-11-19 19:00:00,1,28868.0,19,1,0,0
2024-11-19 20:00:00,1,20357.0,20,1,0,0
2024-11-19 21:00:00,1,13929.0,21,1,0,0
2024-11-19 22:00:00,1,8357.0,22,1,0,0
2024-11-19 23:00:00,1,4500.0,23,1,0,0
2024-11-20 00:00:00,1,1929.0,0,2,0,0
2024-11-20 01:00:00,1,1500.0,1,2,0,0
2024-11-20 02:00:00,1,1929.0,2,2,0,0
2024-11-20 03:00:00,1,1929.0,3,2,0,0
2024-11-20 04:00:00,1,1500.0,4,2,0,0
2024-11-20 05:00:00,1,1929.0,5,2,0,0
2024-11-20 06:00:00,1,3643.0,6,2,0,0
2024-11-20 07:00:00,1,9643.0,7,2,0,0
2024-11-20 08:00:00,1,24643.0,8,2,0,0
2024-11-20 09:00:00,1,41786.0,9,2,0,0
2024-11-20 10:00:00,1,49500.0,10,2,0,0
2024-11-20 11:00:00,1,52500.0,11,2,0,0
2024-11-20 12:00:00,1,53786.0,12,2,0,0
2024-11-20 13:00:00,1,53786.0,13,2,0,0
2024-11-20 14:00:00,1,53357.0,14,2,0,0
2024-11-20 15:00:00,1,53357.0,15,2,0,0
2024-11-20 16:00:00,1,52071.0,16,2,0,0
2024-11-20 17:00:00,1,48214.0,17,2,0,0
2024-11-20 18:00:00,1,40500.0,18,2,0,0
2024-11-20 19:00:00,1,30643.0,19,2,0,0
2024-11-20 20:00:00,1,21214.0,20,2,0,0
2024-11-20 21:00:00,1,14357.0,21,2,0,0
2024-11-20 22:00:00,1,9214.0,22,2,0,1
2024-11-20 23:00:00,1,4071.0,23,2,0,0
2024-11-21 00:00:00,1,1929.0,0,3,0,0
2024-11-21 01:00:00,1,1500.0,1,3,0,0
2024-11-21 02:00:00,1,1929.0,2,3,0,0
2024-11-21 03:00:00,1,1500.0,3,3,0,0
2024-11-21 04:00:00,1,1500.0,4,3,0,0
2024-11-21 05:00:00,1,1929.0,5,3,0,0
2024-11-21 06:00:00,1,4071.0,6,3,0,0
2024-11-21 07:00:00,1,9643.0,7,3,0,0
2024-11-21 08:00:00,1,23357.0,8,3,0,0
2024-11-21 09:00:00,1,40071.0,9,3,0,0
2024-11-21 10:00:00,1,46929.0,10,3,0,0
2024-11-21 11:00:00,1,49929.0,11,3,0,0
2024-11-21 12:00:00,1,51643.0,12,3,0,0
2024-11-21 13:00:00,1,52500.0,13,3,0,0
2024-11-21 14:00:00,1,52929.0,14,3,0,0
2024-11-21 15:00:00,1,52500.0,15,3,0,0
2024-11-21 16:00:00,1,50357.0,16,3,0,0
2024-11-21 17:00:00,1,48214.0,17,3,0,0
2024-11-21 18:00:00,1,42214.0,18,3,0,0
2024-11-21 19:00:00,1,34071.0,19,3,0,0
2024-11-21 20:00:00,1,25929.0,20,3,0,0
2024-11-21 21:00:00,1,18214.0,21,3,0,0
2024-11-21 22:00:00,1,12257.0,22,3,0,0
2024-11-21 23:00:00,1,6600.0,23,3,0,0
2024-11-22 00:00:00,1,2486.0,0,4,0,0
2024-11-22 01:00:00,1,1971.0,1,4,0,0
2024-11-22 02:00:00,1,2143.0,2,4,0,0
2024-11-22 03:00:00,1,1971.0,3,4,0,0
2024-11-22 04:00:00,1,1800.0,4,4,0,0
2024-11-22 05:00:00,1,1800.0,5,4,0,0
2024-11-22 06:00:00,1,3000.0,6,4,0,0
2024-11-22 07:00:00,1,5400.0,7,4,0,0
2024-11-22 08:00:00,1,7800.0,8,4,0,0
2024-11-22 09:00:00,1,11057.0,9,4,0,0
