metric,mean,std,section,station,hour,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std
mae,1056.4907039649315,54.49629439438802,overall,,,,,,,,
rmse,1456.1464744331136,60.42326374690533,overall,,,,,,,,
mape,8.670926253598571,1.1767636970899191,overall,,,,,,,,
r2,0.993430002062557,0.0005428336130557368,overall,,,,,,,,
mae,1485.0952007671733,92.6047542444071,per_station,ikebukuro,,,,,,,
rmse,1966.5710350335678,123.90040728878846,per_station,ikebukuro,,,,,,,
mape,7.318162221949246,0.6929626279306129,per_station,ikebukuro,,,,,,,
r2,0.9813535829490302,0.0023525318135209678,per_station,ikebukuro,,,,,,,
mae,865.6859875268765,119.018534915796,per_station,nihonbashi,,,,,,,
rmse,1193.61056124237,129.9769793260822,per_station,nihonbashi,,,,,,,
mape,11.238143228630719,1.9986936996687104,per_station,nihonbashi,,,,,,,
r2,0.996770642602278,0.0006704499793304486,per_station,nihonbashi,,,,,,,
mae,746.0240902462522,102.003343530494,per_station,shibuya,,,,,,,
rmse,974.0608520781159,120.34305034253777,per_station,shibuya,,,,,,,
mape,7.736783666113757,1.4734411613074003,per_station,shibuya,,,,,,,
r2,0.994215195643438,0.0015047621934376704,per_station,shibuya,,,,,,,
mae,1129.157537319424,70.02018032812681,per_station,shinjuku,,,,,,,
rmse,1483.4680627917849,110.34729027394286,per_station,shinjuku,,,,,,,
mape,8.390615897700561,1.5175948157889791,per_station,shinjuku,,,,,,,
r2,0.9945100488680947,0.0008072391293883194,per_station,shinjuku,,,,,,,
,,,global_hourly,,0.0,945.2564668118954,246.98823222772793,1155.389408044823,295.8452475912737,29.513718387592654,9.213877562717148
,,,global_hourly,,1.0,440.7928787007928,163.7270031933944,561.8288622063187,209.57772921971969,21.3423251679544,7.805983419822455
,,,global_hourly,,2.0,392.48428497314455,162.8323836419162,474.6725506288916,157.50415732880268,17.738559683414433,6.77830208362333
,,,global_hourly,,3.0,444.16983089447024,152.10735088915874,556.33253404971,170.4704739954445,19.19378388818899,7.143773430458143
,,,global_hourly,,4.0,437.14802942276003,155.23958025081893,541.0401314570687,163.4815638641309,19.454023589227017,7.202424246979668
,,,global_hourly,,5.0,547.5136887550354,205.17889033295936,680.6922911345215,210.03773573892667,19.50478833136624,8.374279219872168
,,,global_hourly,,6.0,841.7233795166015,179.62276736342682,1055.679864494301,226.30619773124874,17.39509769685187,4.1887279028054145
,,,global_hourly,,7.0,979.7416168212891,341.09704114565324,1269.9870969043805,427.0434766676147,9.746565961364004,3.4041628990346657
,,,global_hourly,,8.0,1889.3056884765624,243.58642387431416,2401.291696061095,340.69920982323333,8.872146594081851,1.2322955786092764
,,,global_hourly,,9.0,1315.3821044921874,260.85692261702764,1885.3660393081882,322.76603963038735,4.834510192373691,1.1160375854794897
,,,global_hourly,,10.0,1314.713603515625,154.1089272120006,1629.229957707507,162.36893130696623,4.196498700460646,0.5259346130009054
,,,global_hourly,,11.0,828.277451171875,160.66576449489457,1046.4198804120292,214.8823378168402,2.3029768226986,0.4417098507620728
,,,global_hourly,,12.0,1820.9428417968752,315.8370012071386,2195.4942961480347,335.1166435621601,4.5350067071439435,0.7612005796780538
,,,global_hourly,,13.0,1472.20908203125,312.5624838973004,1833.7906761575737,346.73580600949504,3.606256681432049,0.7501810054375381
,,,global_hourly,,14.0,811.372890625,152.05507363098255,1036.6282171799573,167.2946389834215,1.965379357860305,0.3471557690814861
,,,global_hourly,,15.0,915.10630859375,229.45240754888906,1113.9955813150918,284.27508726597006,2.1429019730832697,0.5058679132471116
,,,global_hourly,,16.0,1086.840849609375,297.4604953094855,1289.8840593499929,341.2233111591009,2.5143102618366795,0.7047884552328788
,,,global_hourly,,17.0,1021.10267578125,232.4238448702075,1230.1059972872215,258.61195274251224,2.2975367373709186,0.517280271080556
,,,global_hourly,,18.0,1915.5746484375,371.38590432168706,2418.798267537217,422.6154919069745,4.206215455359875,0.8051931779316571
,,,global_hourly,,19.0,1285.46443359375,262.3499482591668,1663.1606164522266,314.25715598454417,3.2804248174593567,0.6646203432762207
,,,global_hourly,,20.0,1157.19478515625,300.9485673473054,1429.8126762469565,302.0671618202852,3.694372903600555,1.0072029169406196
,,,global_hourly,,21.0,1029.5022265625,286.8529798270255,1260.7505134834719,331.75206826523953,4.32760920897329,1.2424153557279418
,,,global_hourly,,22.0,908.0155444335936,184.23507884971733,1095.240441676457,210.65481882317792,6.586197390864325,1.3849028357489377
,,,global_hourly,,23.0,825.0304412841797,289.4460570182999,994.7990707941593,296.75861286460116,12.526411075651543,3.986292056107532
,,,hourly_ikebukuro,,0.0,1174.5570922851562,301.9176105864901,1330.465372963423,317.4301474191911,14.87722604910141,3.8326122808068734
,,,hourly_ikebukuro,,1.0,535.1710693359375,232.1623343433549,691.7327245203326,299.1776048932064,9.984713239577573,4.340992063787289
,,,hourly_ikebukuro,,2.0,468.48961181640624,198.48283476893246,540.1044746129537,230.2860502677252,8.87476059412322,3.836080297716022
,,,hourly_ikebukuro,,3.0,559.6660034179688,165.2577391371724,692.7931841848415,247.5098759641448,11.203320856580298,3.6661233233516866
,,,hourly_ikebukuro,,4.0,481.20323486328124,179.8255296387179,579.190702150271,225.13875080513932,9.548933574062891,3.6048926223199493
,,,hourly_ikebukuro,,5.0,617.0742797851562,207.83755924803987,757.4442986898642,264.1894291826471,11.356091743925422,3.8425410042418986
,,,hourly_ikebukuro,,6.0,1351.1015014648438,394.2789153256859,1446.6163765663728,400.134778409941,18.55756702751897,5.4447935215995225
,,,hourly_ikebukuro,,7.0,916.9638916015625,345.06886095768704,1145.6939333490025,415.72613391296386,6.581551787302265,2.4768101080881
,,,hourly_ikebukuro,,8.0,3478.5321484374995,759.6194647699556,3597.455611880368,733.2407196355846,15.016737634641734,3.277184269999167
,,,hourly_ikebukuro,,9.0,1998.3416796874997,487.7758792859927,2260.435426488634,551.7235231834517,8.713936700786537,2.1099394016665896
,,,hourly_ikebukuro,,10.0,2161.6172265625005,301.142422114962,2409.538223939045,268.4475964767578,8.434928926996067,1.175875271534477
,,,hourly_ikebukuro,,11.0,930.0315625,294.645309272912,1221.1920921271108,303.90484341160845,3.169899576819122,0.9995053842976495
,,,hourly_ikebukuro,,12.0,2935.2804296874997,473.56822782239146,3121.211198896842,505.93135265794535,8.363357621505944,1.3388186857237334
,,,hourly_ikebukuro,,13.0,2676.109374999999,681.5823881161347,2908.81432980016,719.6075764114089,7.1047987482990465,1.7994440564501188
,,,hourly_ikebukuro,,14.0,1043.248125,269.04842893751004,1371.531852565486,296.27495209473375,2.8509885810070066,0.7270890141465263
,,,hourly_ikebukuro,,15.0,1093.89796875,388.6641196274353,1320.9655001921496,402.6848981597437,2.9260719864875058,1.0373543589836676
,,,hourly_ikebukuro,,16.0,1457.5455468750001,661.2072030932286,1597.8268930762983,626.7208147205159,3.758861171697153,1.7018198638205277
,,,hourly_ikebukuro,,17.0,1169.7340625000002,427.43201592757276,1382.5685130152358,417.3109484924329,2.7165136036290067,0.9838649714672273
,,,hourly_ikebukuro,,18.0,2984.6354687499997,587.5297611039473,3475.230708209578,473.2928948181409,6.196093953639266,1.2233687290651973
,,,hourly_ikebukuro,,19.0,1838.1697656249999,409.6756203409972,2301.226912645422,527.4359912601492,3.8768685228325053,0.8479490431970323
,,,hourly_ikebukuro,,20.0,1472.965625,379.23438884396757,1800.9713756532194,416.55538883290143,3.8046813807909823,1.0037216271166354
,,,hourly_ikebukuro,,21.0,1269.7990624999998,317.73884514487054,1515.91557930847,373.70706487053513,3.9306619221964794,0.8981790015755284
,,,hourly_ikebukuro,,22.0,948.5369531250001,257.28018967140696,1113.9732506467012,294.5948355670916,4.370545685531266,1.2090079310550141
,,,hourly_ikebukuro,,23.0,784.10888671875,390.434985987061,925.4016024552554,403.96013214622997,5.551154265824994,2.734341430516346
,,,hourly_nihonbashi,,0.0,842.7188680410385,382.8610485441234,1053.1090169654315,410.19303065809265,48.293962806965595,22.52907657774535
,,,hourly_nihonbashi,,1.0,420.00868902802466,191.85565966118395,479.23985789248655,216.53876450299975,30.611634519775457,13.141399707720515
,,,hourly_nihonbashi,,2.0,394.3765625,109.2119583659129,469.6972614170989,112.6787878240855,24.71873067852303,7.484093382299431
,,,hourly_nihonbashi,,3.0,500.9247871398926,201.95966258073082,604.3152866150101,231.0796107273187,31.310216427996615,12.776380723067174
,,,hourly_nihonbashi,,4.0,477.11392097473146,235.97810969033458,579.901912461926,232.92837238381713,30.039884689026934,14.641182696027558
,,,hourly_nihonbashi,,5.0,589.1844577789307,302.6850113278449,666.483932727322,325.5095290044328,30.543517769615157,15.691291411419169
