run_id,seed,scope,station_id,station_name,hour,mae,rmse,mape,r2,n_samples,best_val_loss
8,49,overall,,,,930.6858475528005,1297.2042672557843,8.092660038834214,0.9947940576566779,444,0.00027489049993623213
8,49,station,0,ikebukuro,,1382.7271958978863,1789.1311544630994,6.4729976067910355,0.9846215794391896,111,
8,49,station,1,nihonbashi,,710.3773966302953,1107.9697118501338,11.752549031990002,0.9972468092010617,111,
8,49,station,2,shibuya,,620.6541189731239,830.3979323625116,6.334161485128127,0.9958527191348503,111,
8,49,station,3,shinjuku,,1008.9846787098963,1269.963679648674,7.810932031427703,0.9959965227865571,111,
8,49,global_hourly,,,0,889.533826447325,1068.582222574321,31.885610311633616,,16,
8,49,global_hourly,,,1,506.3117553559423,612.5163932645229,25.69459337352721,,16,
8,49,global_hourly,,,2,300.06701006472576,367.84288949104223,15.050247660126637,,16,
8,49,global_hourly,,,3,429.30814121407457,511.7280462827936,20.786078655175398,,16,
8,49,global_hourly,,,4,348.1246957969852,477.83747196840255,16.664033059311194,,16,
8,49,global_hourly,,,5,474.2005567578599,559.9606767939542,17.67831237657248,,16,
8,49,global_hourly,,,6,630.7096862755718,777.7914721850915,11.911226302931423,,16,
8,49,global_hourly,,,7,736.0538764484227,1015.3840544948027,6.895848109363965,,16,
8,49,global_hourly,,,8,1772.8422488838437,2162.913367638292,9.165589819217738,,20,
8,49,global_hourly,,,9,1610.6716367304325,2341.1753385195916,6.416438783261551,,20,
8,49,global_hourly,,,10,1117.2008201956755,1431.9202635915474,3.431599062674355,,20,
8,49,global_hourly,,,11,631.1145760238171,806.8071184488086,1.714819193139553,,20,
8,49,global_hourly,,,12,1672.4028398036949,1982.2091969553117,4.206266101465466,,20,
8,49,global_hourly,,,13,949.3114430546755,1308.5567672847844,2.3924229320910935,,20,
8,49,global_hourly,,,14,760.3009820461272,937.8438502399451,1.8592503506506555,,20,
8,49,global_hourly,,,15,687.7449370145798,811.5951177698091,1.5999301325447233,,20,
8,49,global_hourly,,,16,876.5440239548683,984.2565234330996,2.033803465381203,,20,
8,49,global_hourly,,,17,852.3248755455015,1030.1807833222213,1.912788264739584,,20,
8,49,global_hourly,,,18,1828.220647203922,2324.1866154162794,4.001987959425122,,20,
8,49,global_hourly,,,19,1003.1679728150368,1320.7723440573293,2.549042046960295,,20,
8,49,global_hourly,,,20,896.7454987227918,1099.0800297390297,2.9147816156964526,,20,
8,49,global_hourly,,,21,1126.6118713647131,1365.0582753462309,4.65776242798927,,20,
8,49,global_hourly,,,22,1003.2109236299991,1221.0366659472159,6.913874530833534,,20,
8,49,global_hourly,,,23,526.7035999922082,616.644871276128,8.2924203714193,,16,
