run_id,seed,scope,station_id,station_name,hour,mae,rmse,mape,r2,n_samples,best_val_loss
7,48,overall,,,,1143.111042740664,1623.91714708049,11.596084639873503,0.9905730606628034,441,0.0004114447027057316
7,48,station,0,ikebukuro,,1584.4803701547476,2084.511062154236,9.21857607883491,0.9776688073806817,104,
7,48,station,1,nihonbashi,,985.2614196777344,1450.6601567270814,17.823408899135426,0.994580759181414,100,
7,48,station,2,shibuya,,841.66075713059,1082.8858912669807,10.582926602935869,0.9914277202861175,116,
7,48,station,3,shinjuku,,1183.2001781621254,1735.8562248162525,9.464306100258515,0.9912479150817269,121,
7,48,global_hourly,,,0,1056.6942647298176,1161.4308561824025,32.01949926796393,,12,
7,48,global_hourly,,,1,680.8602701822916,793.0627439972264,27.939236507683283,,18,
7,48,global_hourly,,,2,379.01886393229165,510.755037260454,16.92414772650623,,15,
7,48,global_hourly,,,3,454.60057431175596,523.9158156840211,17.627758612375256,,21,
7,48,global_hourly,,,4,536.1110717773438,625.2253996788745,28.32096300241141,,20,
7,48,global_hourly,,,5,641.32763671875,772.074957946858,27.8244455953646,,13,
7,48,global_hourly,,,6,978.6978812839674,1208.589416988234,21.569166396206242,,23,
7,48,global_hourly,,,7,1371.1059184827302,1824.4125667256778,18.920227240214828,,19,
7,48,global_hourly,,,8,1787.2499267578125,2138.751306505972,14.115305061855082,,20,
7,48,global_hourly,,,9,2473.9334827769885,3432.797482592465,16.73345374224707,,22,
7,48,global_hourly,,,10,1999.3994140625,2638.1637864767567,8.914656571715877,,19,
7,48,global_hourly,,,11,1234.7371238425926,1724.083983817959,4.405842937200918,,27,
7,48,global_hourly,,,12,1461.8583519345239,1743.6315524125025,3.834520099355207,,21,
7,48,global_hourly,,,13,1772.8940217391305,2016.9288959932462,4.0950258726667474,,23,
7,48,global_hourly,,,14,691.7228064903846,839.7536675992054,1.8747164143826707,,13,
7,48,global_hourly,,,15,691.4890854779412,785.6263102498237,1.9022311809698464,,17,
7,48,global_hourly,,,16,669.373291015625,939.0474868125244,1.8514711734447071,,16,
7,48,global_hourly,,,17,888.2027994791666,1029.9324512538121,2.117023964237663,,18,
7,48,global_hourly,,,18,1861.5152994791667,2286.7675982491423,4.804812550647266,,12,
7,48,global_hourly,,,19,1519.4341947115386,1986.2202645803536,4.146533098492415,,13,
7,48,global_hourly,,,20,1032.3449609375,1291.2618090395092,4.208441045207094,,25,
7,48,global_hourly,,,21,1445.7798108552631,1818.300505215161,7.024044615793165,,19,
7,48,global_hourly,,,22,555.3891906738281,705.488367162171,3.9570174040706227,,16,
7,48,global_hourly,,,23,613.1195004111842,838.8322830954833,8.816044838859018,,19,
7,48,station_hourly,0,ikebukuro,0,1511.8816731770833,1601.1225259927653,19.969035890699136,,3,
7,48,station_hourly,0,ikebukuro,1,910.9288330078125,1091.614695339272,14.255013068939773,,4,
7,48,station_hourly,0,ikebukuro,2,487.15185546875,515.5642719258389,8.159910241930856,,3,
7,48,station_hourly,0,ikebukuro,3,455.2912868923611,535.6882017658902,8.690044604314142,,9,
7,48,station_hourly,0,ikebukuro,4,410.3858642578125,478.8331810559034,7.209219616791366,,4,
7,48,station_hourly,0,ikebukuro,5,847.48291015625,909.124746758457,15.65235675946082,,2,
7,48,station_hourly,0,ikebukuro,6,1815.6294921875,1823.2624845091714,24.716100612238666,,5,
7,48,station_hourly,0,ikebukuro,7,2061.4658203125,2531.856009630633,23.816907902909136,,4,
7,48,station_hourly,0,ikebukuro,8,2558.4012276785716,2668.1926485674094,14.49156654152836,,7,
7,48,station_hourly,0,ikebukuro,9,2601.59423828125,2615.9910689259455,12.252799743884653,,4,
7,48,station_hourly,0,ikebukuro,10,2879.16015625,3517.03336395351,11.520479047337997,,7,
7,48,station_hourly,0,ikebukuro,11,1586.81640625,2361.4435012714607,5.457321172951078,,6,
7,48,station_hourly,0,ikebukuro,12,2109.62890625,2527.7274511759747,6.1233760003906,,4,
7,48,station_hourly,0,ikebukuro,13,2331.371651785714,2612.351593373945,5.336964696959012,,7,
7,48,station_hourly,0,ikebukuro,14,993.80859375,1002.9543627532955,2.746767978507165,,2,
7,48,station_hourly,0,ikebukuro,15,848.64921875,915.108587405098,2.269716662711607,,5,
7,48,station_hourly,0,ikebukuro,16,1133.4658203125,1511.8250264885187,2.757779928837903,,4,
7,48,station_hourly,0,ikebukuro,17,600.68359375,600.68359375,1.3634237323237253,,1,
7,48,station_hourly,0,ikebukuro,18,3282.728515625,3487.471443654395,7.715380562242556,,4,
7,48,station_hourly,0,ikebukuro,19,3764.25390625,3764.763049894859,8.381581011844116,,2,
