metric,mean,std,section,station,hour,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std
mae,1021.7919688793536,68.79788765430642,overall,,,,,,,,
rmse,1495.3509586040907,117.07819246422851,overall,,,,,,,,
mape,9.655984689031142,1.3115114734886175,overall,,,,,,,,
r2,0.9923088925894847,0.0012871761455138112,overall,,,,,,,,
mae,1409.193663221094,147.46821928896358,per_station,ikebukuro,,,,,,,
rmse,1868.1413373372313,203.32048776244952,per_station,ikebukuro,,,,,,,
mape,7.421970174446942,1.0812593259230918,per_station,ikebukuro,,,,,,,
r2,0.9839817946666243,0.00404516380854648,per_station,ikebukuro,,,,,,,
mae,875.5710414228963,102.04660272245263,per_station,nihonbashi,,,,,,,
rmse,1379.4460148350267,359.35494250516507,per_station,nihonbashi,,,,,,,
mape,13.057186937896455,2.5854259927485588,per_station,nihonbashi,,,,,,,
r2,0.9947110557246204,0.003032835335623728,per_station,nihonbashi,,,,,,,
mae,721.6179130019298,89.37482825113328,per_station,shibuya,,,,,,,
rmse,976.2789842850345,96.21653554836529,per_station,shibuya,,,,,,,
mape,8.784322617951684,1.7053904235774315,per_station,shibuya,,,,,,,
r2,0.9933780130083543,0.0014674933418134361,per_station,shibuya,,,,,,,
mae,1094.1429857201306,97.02097673764513,per_station,shinjuku,,,,,,,
rmse,1585.385338183813,144.572135553597,per_station,shinjuku,,,,,,,
mape,9.396584787575554,1.3512695740711342,per_station,shinjuku,,,,,,,
r2,0.9929899408840551,0.0013935578768740301,per_station,shinjuku,,,,,,,
,,,global_hourly,,0.0,829.6474560610652,450.0242642136409,1045.7222741234812,605.9899058791581,26.303770783105772,17.617010770863036
,,,global_hourly,,1.0,494.34464342452657,136.02599970141765,628.1318775900216,191.97063207987026,19.872186307464993,4.950465170873026
,,,global_hourly,,2.0,364.094138110173,78.76551562643321,442.25556201058845,97.473644989624,16.27564010443205,3.545780692221213
,,,global_hourly,,3.0,442.82422211541643,118.71642462660239,544.4324438304681,98.31188739234726,18.06239274588945,7.1825519639056115
,,,global_hourly,,4.0,413.8438423191789,118.82669391777212,495.06264142169783,137.42275397897086,17.402541533190284,6.163981979202467
,,,global_hourly,,5.0,470.5514051555533,219.8970202494983,564.0192094620107,238.99942773719863,17.10541360180756,8.568632985804598
,,,global_hourly,,6.0,756.0248121001243,157.6319415869306,933.7342675927133,202.97499232731403,17.167256772128724,3.860179241421703
