metric,mean,std,section,station,hour,mae_mean,mae_std,rmse_mean,rmse_std,mape_mean,mape_std,model,r2_mean,r2_std
,,,hourly_shibuya,,10.0,706.9723378618559,246.13346818652684,812.1113283550939,264.0362377137005,3.1326816019375774,1.0887175524511805,,,
,,,hourly_shibuya,,11.0,521.9606719215718,331.6348971321169,578.3026492352022,341.1643588443168,1.9535370694097565,1.24257996850605,,,
,,,hourly_shibuya,,12.0,979.1682775139809,545.3927864609241,1080.3219504286562,482.26278438661416,3.217279099009789,1.7809177670980816,,,
,,,hourly_shibuya,,13.0,1002.6721011221387,633.1366093022712,1109.8293287519912,612.8349860824046,3.0841748208423363,1.9379110359202476,,,
,,,hourly_shibuya,,14.0,774.0582682251925,467.2980364925784,852.3565662875644,469.79300790991067,2.310011987806263,1.393534649703843,,,
,,,hourly_shibuya,,15.0,821.8148754298678,377.63824048266616,898.3340047915083,368.2474851852833,2.400356752177991,1.097169102276696,,,
,,,hourly_shibuya,,16.0,640.0757977843277,279.6219968313049,733.9430253500329,277.1951560373047,1.853151235532195,0.8004027269746743,,,
,,,hourly_shibuya,,17.0,777.0645779550068,238.43060520072578,893.3477225752406,251.41275851054266,2.251557364761013,0.6810021445397972,,,
,,,hourly_shibuya,,18.0,1473.0666236579407,465.4016405783689,1759.680930223692,436.50933460856174,4.31466559210435,1.3260023683485889,,,
,,,hourly_shibuya,,19.0,1657.8215739786629,447.4475319489548,2040.8345925870585,319.64275606208747,5.3750912854201545,1.4031887173962239,,,
,,,hourly_shibuya,,20.0,1379.1379728078841,313.4972179502431,1654.0934008803226,266.60507551476087,5.41675962082652,1.177440482343769,,,
,,,hourly_shibuya,,21.0,1042.0379657208919,297.1077596864994,1161.2588522135532,302.1589920757043,5.358655941385205,1.4781870584685306,,,
,,,hourly_shibuya,,22.0,740.9224770441651,125.08130905421417,836.681988930262,191.21422451315092,6.150294659001846,1.0036939559604996,,,
,,,hourly_shibuya,,23.0,385.61149616142137,140.27809269213105,452.7764309414075,143.75432993114512,5.868546821030581,2.2193404367481024,,,
,,,hourly_shinjuku,,0.0,904.866369789342,383.69573666593425,999.8152317254659,384.85997785352004,26.62119331235629,11.193946760140905,,,
,,,hourly_shinjuku,,1.0,511.2664673023857,205.14541093068485,592.4023496222696,222.66995085309335,34.708723177447844,13.88286392789078,,,
,,,hourly_shinjuku,,2.0,434.5476689757158,191.64803305412764,496.10869215130026,211.21914005384056,28.192351790290342,11.924664471665183,,,
,,,hourly_shinjuku,,3.0,395.7942373476302,181.60443483389386,454.45143714625954,183.22806053468233,21.451619901366673,9.98653528684788,,,
,,,hourly_shinjuku,,4.0,330.00155021771786,153.52233015423235,386.9800389224711,161.96365132713393,17.66401651491035,8.195191383186842,,,
,,,hourly_shinjuku,,5.0,312.0535711593926,134.741244957838,350.70323155031303,124.35388898571414,10.534780420887396,4.642348897553631,,,
,,,hourly_shinjuku,,6.0,502.171860229969,159.50085996112585,585.5456725473954,193.69624611304096,9.108441217674237,2.8874949106091647,,,
,,,hourly_shinjuku,,7.0,1646.8323757668336,270.2930336370211,2220.284405572457,188.2357892694294,11.992771853903502,2.0259747763036042,,,
,,,hourly_shinjuku,,8.0,3412.8824740052246,410.58464797694756,4835.2165419892035,322.8917733457946,12.08924312916427,1.4631692175784714,,,
,,,hourly_shinjuku,,9.0,1877.4312892595924,314.1406861358559,2619.5307225973147,454.02614981201384,5.0193764775271195,0.8395641817830891,,,
,,,hourly_shinjuku,,10.0,590.6838994423548,407.62867412301495,682.7018824587078,401.52168503336185,1.4202585872744753,0.9784846635231214,,,
,,,hourly_shinjuku,,11.0,631.8263284603754,423.4576347883733,710.292544270028,437.99812134025007,1.4222513391543532,0.9547751471148855,,,
,,,hourly_shinjuku,,12.0,2370.2992555201054,802.7880493627921,2437.950658299415,773.5432435233656,4.760968481826763,1.6166138311495133,,,
,,,hourly_shinjuku,,13.0,1603.9588612794876,905.9117562352399,1656.1689472378634,881.5681508906508,3.154937430942957,1.7790699909311936,,,
,,,hourly_shinjuku,,14.0,932.472415292263,426.7211963940949,1046.4913940870006,462.9450401963058,1.8484059997594318,0.8428072421605102,,,
,,,hourly_shinjuku,,15.0,916.2947146654129,421.1078153287959,1084.0374551140583,496.2575113233733,1.8010879899267422,0.8187034616784626,,,
,,,hourly_shinjuku,,16.0,877.0532507956028,444.16900027170465,1012.0653805896615,461.39982482968793,1.7079509872426275,0.8600621864151043,,,
,,,hourly_shinjuku,,17.0,1015.7101878583431,985.9444823116477,1113.1324966730122,981.2481810681192,1.8866350754638,1.8311393537986067,,,
,,,hourly_shinjuku,,18.0,1982.3392181396484,1022.3330596190502,2216.4486405732123,953.5497349167445,3.6310414030811673,1.875134915570095,,,
,,,hourly_shinjuku,,19.0,1746.8201142966748,676.7606308726384,1818.8397662877337,689.6857960769825,3.5627549031537087,1.3905994014788179,,,
,,,hourly_shinjuku,,20.0,1049.625668233633,299.68728323368236,1214.421720715331,332.43477822914974,2.718176528894715,0.7712010429963433,,,
,,,hourly_shinjuku,,21.0,1879.6808759778753,541.9162938073715,2043.5871896088179,476.3100075155097,6.401998153315871,1.872019937632086,,,
,,,hourly_shinjuku,,22.0,1582.3558379411693,405.89467558876896,1725.4136541649127,359.0844954510442,8.896554201000622,2.387472878724581,,,
,,,hourly_shinjuku,,23.0,536.8588751902187,218.5028488251914,641.447938633823,238.97015588662626,5.6174572716898705,2.1500362125668695,,,
